rank,username,followers,platform,layanan,degree_centrality,betweenness_centrality,in_degree,out_degree,pagerank,sentiment
9451,cgkartika,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9452,chaachannie,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9453,chacamarica92,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9454,chachaellllll,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9455,chakuwe,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9456,chamatchada,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9457,chamucu,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9458,changeminiboy,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9459,channjty,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9460,chavesssss_,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9461,chchltosmtcha,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9462,cheersofautumn,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9463,cheesedimsum_,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9464,chelienlrss,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9465,chentartar,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9466,cheonsyaaa,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9467,cheriies347849,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9468,cherisedreams,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9469,cherleste,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9470,cherriesise,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9471,cherry9922998,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9472,cherrycandy_s,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9473,cherrylinnnn,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9474,cheryblcsscm,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9475,cheryrere,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9476,chewingumee,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9477,chickayesika,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9478,chihiroginoo,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9479,chiizramyun,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9480,chikanichi,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9481,chilucuu,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9482,chimenk21,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9483,chinocela,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9484,chipasolasido,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9485,chipilatoz_,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9486,chizzudio,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9487,chloliea,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9488,chlorhexidyne,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9489,chngxhs,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9490,choclatoz,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9491,choco__chipsca,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9492,choco_milkys,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9493,chocolateyyni,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9494,chocooreo86,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9495,chocopiedessert,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9496,chocotaaroo,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9497,chocounugget,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9498,choeeyeop,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9499,choibeomxt,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9500,choxlo_143,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9501,chrstnzyuu_,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9502,ciantiknya,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9503,cibel0606,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9504,cibisijiseket,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9505,cibuburyapper,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9506,cicaakim,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9507,cicifahh,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9508,cielovcean,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9509,cigaretteid,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9510,cigsxaftersad,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9511,ciinnamorn,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9512,cikibumbummz,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9513,cilaestial,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9514,cilasza,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9515,cilokchu,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9516,ciloqquah,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9517,cilyrsa,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9518,cimory_matcha,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9519,cincendol,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9520,cinderdeiia,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9521,cingkece4,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9522,cinnamorollljn,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9523,ciomew,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9524,cipaswispy,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9525,cipotoik18_30,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9526,circeaeland,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9527,ciss_cass,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9528,citaugaya,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9529,city_impulse,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9530,ciweng_jodech,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9531,ckdmsgk,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9532,claierdlune,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9533,classmaxx169787,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9534,clearnightskies,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9535,cloaud,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9536,cloudddila,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9537,cloudiepinky,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9538,cloveriamus,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9539,cloverkei,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9540,cloveswithoutc,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9541,clownchilla,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9542,clozals,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9543,clstadra,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9544,clusterkoba,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9545,clynocphile,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9546,cocaaera,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9547,cocoomewon,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9548,codbiawakk,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9549,coertysol,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9550,coffeecupszone,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9551,coidilac,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9552,cokakundih52686,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9553,cokndeng,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9554,congcemong,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9555,congegocengdua,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9556,conormcnasgor,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9557,cookiexozzy,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9558,coowookk,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9559,cor_dee,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9560,coreslle,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9561,cornceited,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9562,cornwrl1,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9563,cosmicdream09,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9564,cosmicoflove,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9565,costenita_soy,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9566,coupseu19,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9567,coyotenear78971,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9568,cremedango,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9569,cremedango_,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9570,crescentmoonfos,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9571,criesofbtterfly,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9572,crimsoncraws,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9573,crodhet,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9574,croicssant,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9575,croissanteeu,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9576,croissantmoonx,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9577,crosantss,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9578,crotlema,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9579,crptdwsr_,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9580,cruffinmufin,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9581,crunchne,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9582,cruvle,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9583,cry_baby1700,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9584,crystalmalden,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9585,ctegl,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9586,cuannki,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9587,cumapetot,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9588,cumiiiasinnn,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9589,cusabilov,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9590,cut1ebe4r,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9591,cutegurlz_,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9592,cutie_jww,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9593,cutiepievani99,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9594,cwatji,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9595,cwollblupblup,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9596,cyeonjuncute,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9597,d0087386561939,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9598,d_ayuamalias,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9599,daddywandi,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9600,dadee15,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9601,daehun921,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9602,daelyjerome,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9603,daffa126,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9604,daginkrendang,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9605,dahbuseddd,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9606,dahri_hmd,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9607,dailyaryiest,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9608,dailydairybill,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9609,dailylieevaa,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9610,daischey,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9611,daisy_hadid,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9612,daisy_jhnsn,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9613,daisybear94,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9614,daisyfloweeeer,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9615,dalbang_07,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9616,damar86236518,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9617,daninksm,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9618,dannyhananto,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9619,danvers911,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9620,dappehehee,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9621,daradaru2,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9622,darahputihangt,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9623,darelneuer,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9624,darisemaren,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9625,darkherous27203,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9626,darkoluvr,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9627,darolagi,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9628,darrisini,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9629,darwoto1212,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9630,dastan696969,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9631,datbastardx,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9632,daunjeruklayu,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9633,dawnbyjulie,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9634,daws404n,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9635,daylightyaya,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9636,dayydin,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9637,dd4ydream,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9638,ddaisycup,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9639,ddohaenim,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9640,dear_natalia,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9641,dear_niuniu,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9642,dearestyuye,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9643,dearmynishi,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9644,decafdy,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9645,decal__comanie,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9646,deeeevv_,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9647,deenzpz,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9648,deeprised,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9649,defr4g,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9650,dejavu050123456,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9651,delhyunn,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9652,delicatedss,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9653,dellmadd,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9654,deltaqodes,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9655,demon6968648416,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9656,denfatah1,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9657,deni_mas87870,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9658,denjirexx,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9659,dennydwiputra,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9660,dennypatiholic,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9661,dentsusi,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9662,denyputraaa,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9663,depedpz,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9664,desert_anaconda,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9665,dess_ull,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9666,desysagita_a,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9667,deussamurai,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9668,devi_setia20,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9669,devikrisdiana,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9670,devinaratnasar6,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9671,devybackfight,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9672,dewaayu_ciska,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9673,dewarocco,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9674,deyafterdark,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9675,dezarama,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9676,dhanar_santika,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9677,dhikajr3,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9678,dhikakorji,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9679,dhikipermataa,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9680,dhiter,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9681,dhoishutin,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9682,dhwrlynn_,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9683,dhyriyanti,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9684,dialektikaksara,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9685,dianaanr,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9686,dianadoang5,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9687,dianakartikaaaa,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9688,dianperdan94180,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9689,dianputra243652,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9690,dianristanti,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9691,diaschaser,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9692,dibiaiueong,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9693,dickkkk44869,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9694,dickkkk44869untuk,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
9695,didikz,0,unknown,Telkomsel,2.774232924596349e-05,0.0,1,0,2.790096456866908e-05,neutral
