source,target,relationship,followers,platform,layanan,sentiment
telkomsel,aldirakusu25173,mention,0,twitter,Telkomsel,neutral
telkomsel,aldymrvica,mention,0,twitter,Telkomsel,neutral
telkomsel,aldyris23,mention,0,twitter,Telkomsel,neutral
telkomsel,aleamutia,mention,0,twitter,Telkomsel,neutral
telkomsel,alee470310,mention,0,twitter,Telkomsel,neutral
telkomsel,aleethanen96450,mention,0,twitter,Telkomsel,neutral
telkomsel,aleeykah,mention,0,twitter,Telkomsel,neutral
telkomsel,alehaizen,mention,0,twitter,Telkomsel,negative
telkomsel,alenona_,mention,0,twitter,Telkomsel,neutral
telkomsel,alescimol,mention,0,twitter,Telkomsel,neutral
telkomsel,aletterofdawn,mention,0,twitter,Telkomsel,neutral
telkomsel,alettoe,mention,0,twitter,Telkomsel,neutral
telkomsel,alex76936a,mention,0,twitter,Telkomsel,neutral
telkomsel,alex_stivendyer,mention,0,twitter,Telkomsel,neutral
telkomsel,alexsatriahill,mention,0,twitter,Telkomsel,neutral
telkomsel,aleyabellz,mention,0,twitter,Telkomsel,neutral
telkomsel,aleza15nurilyn,mention,0,twitter,Telkomsel,neutral
telkomsel,alf_zinss,mention,0,twitter,Telkomsel,neutral
telkomsel,alfa_misha99498,mention,0,twitter,Telkomsel,neutral
telkomsel,alfamart,mention,0,twitter,Telkomsel,neutral
telkomsel,alfard_israfil,mention,0,twitter,Telkomsel,neutral
telkomsel,alfarica19,mention,0,twitter,Telkomsel,neutral
telkomsel,alfavector21,mention,0,twitter,Telkomsel,neutral
telkomsel,alfazari_gold,mention,0,twitter,Telkomsel,neutral
telkomsel,alfiandietra,mention,0,twitter,Telkomsel,neutral
telkomsel,alfiandri_12,mention,0,twitter,Telkomsel,neutral
telkomsel,alfiannoorz_,mention,0,twitter,Telkomsel,neutral
telkomsel,alfntaa,mention,0,twitter,Telkomsel,neutral
telkomsel,alfnugroho,mention,0,twitter,Telkomsel,neutral
telkomsel,alfredokusu,mention,0,twitter,Telkomsel,neutral
telkomsel,alfredozeppelin,mention,0,twitter,Telkomsel,neutral
telkomsel,alfyerichsister,mention,0,twitter,Telkomsel,neutral
telkomsel,alghifaric96539,mention,0,twitter,Telkomsel,neutral
telkomsel,alharsuprapto,mention,0,twitter,Telkomsel,neutral
telkomsel,alhayyan29,mention,0,twitter,Telkomsel,positive
telkomsel,alheimur,mention,0,twitter,Telkomsel,neutral
telkomsel,alhusainiyyah,mention,0,twitter,Telkomsel,neutral
telkomsel,ali53829370,mention,0,twitter,Telkomsel,neutral
telkomsel,ali_sopan,mention,0,twitter,Telkomsel,neutral
telkomsel,aliapcw,mention,0,twitter,Telkomsel,neutral
telkomsel,aliasshevrya,mention,0,twitter,Telkomsel,neutral
telkomsel,alice_aoi__,mention,0,twitter,Telkomsel,neutral
telkomsel,alido123456,mention,0,twitter,Telkomsel,neutral
telkomsel,alie_fahnoor,mention,0,twitter,Telkomsel,neutral
telkomsel,alienations_,mention,0,twitter,Telkomsel,neutral
telkomsel,alif80291,mention,0,twitter,Telkomsel,neutral
telkomsel,alif_budim95880,mention,0,twitter,Telkomsel,neutral
telkomsel,aliffianaaa,mention,0,twitter,Telkomsel,neutral
telkomsel,alifianto_f,mention,0,twitter,Telkomsel,neutral
telkomsel,alifnurafiyah,mention,0,twitter,Telkomsel,neutral
telkomsel,alifrozalif,mention,0,twitter,Telkomsel,neutral
telkomsel,alilyloverss,mention,0,twitter,Telkomsel,neutral
telkomsel,alimnnr,mention,0,twitter,Telkomsel,neutral
telkomsel,alinedeline16,mention,0,twitter,Telkomsel,neutral
telkomsel,alipfirman_,mention,0,twitter,Telkomsel,neutral
telkomsel,aliplagicapek,mention,0,twitter,Telkomsel,neutral
telkomsel,aliscreamm,mention,0,twitter,Telkomsel,neutral
telkomsel,alishaskyie,mention,0,twitter,Telkomsel,neutral
telkomsel,alivcnt,mention,0,twitter,Telkomsel,neutral
telkomsel,aliwaveza,mention,0,twitter,Telkomsel,neutral
telkomsel,aliyaizuri,mention,0,twitter,Telkomsel,neutral
telkomsel,alkatiriham,mention,0,twitter,Telkomsel,neutral
telkomsel,alkocokpuket,mention,0,twitter,Telkomsel,neutral
telkomsel,alkrhm,mention,0,twitter,Telkomsel,neutral
telkomsel,allaboutlieya,mention,0,twitter,Telkomsel,neutral
telkomsel,allenalmanar,mention,0,twitter,Telkomsel,neutral
telkomsel,allenicaa,mention,0,twitter,Telkomsel,neutral
telkomsel,alliddd_,mention,0,twitter,Telkomsel,neutral
telkomsel,alllt0kyl,mention,0,twitter,Telkomsel,neutral
telkomsel,allna07,mention,0,twitter,Telkomsel,neutral
telkomsel,allnbny,mention,0,twitter,Telkomsel,neutral
telkomsel,allobankid,mention,0,twitter,Telkomsel,neutral
telkomsel,allriskythings,mention,0,twitter,Telkomsel,neutral
telkomsel,alluriey,mention,0,twitter,Telkomsel,neutral
telkomsel,allynnns,mention,0,twitter,Telkomsel,neutral
telkomsel,almaheyra_,mention,0,twitter,Telkomsel,neutral
telkomsel,almighty97liner,mention,0,twitter,Telkomsel,neutral
telkomsel,alohomeowrra,mention,0,twitter,Telkomsel,neutral
telkomsel,alohomvra,mention,0,twitter,Telkomsel,neutral
telkomsel,alone_dewe,mention,0,twitter,Telkomsel,neutral
telkomsel,alonetimeholic,mention,0,twitter,Telkomsel,neutral
telkomsel,aloogesiniakuu,mention,0,twitter,Telkomsel,neutral
telkomsel,aloxiya,mention,0,twitter,Telkomsel,neutral
telkomsel,alphamonrizz,mention,0,twitter,Telkomsel,neutral
telkomsel,alpian,mention,0,twitter,Telkomsel,neutral
telkomsel,alpinkyellow,mention,0,twitter,Telkomsel,neutral
telkomsel,alrasyakam33030,mention,0,twitter,Telkomsel,neutral
telkomsel,alreadyfoundnay,mention,0,twitter,Telkomsel,neutral
telkomsel,alrightbeokay,mention,0,twitter,Telkomsel,neutral
telkomsel,alstbrlz,mention,0,twitter,Telkomsel,neutral
telkomsel,alsteissifc,mention,0,twitter,Telkomsel,neutral
telkomsel,altereghos,mention,0,twitter,Telkomsel,neutral
telkomsel,alterego921,mention,0,twitter,Telkomsel,neutral
telkomsel,alterkuu17,mention,0,twitter,Telkomsel,neutral
telkomsel,altfzl,mention,0,twitter,Telkomsel,neutral
telkomsel,altplusr,mention,0,twitter,Telkomsel,neutral
telkomsel,altruismmenace,mention,0,twitter,Telkomsel,neutral
telkomsel,alukeradd,mention,0,twitter,Telkomsel,neutral
telkomsel,alv08001,mention,0,twitter,Telkomsel,neutral
telkomsel,alvarokelvyn,mention,0,twitter,Telkomsel,neutral
telkomsel,alvericjunior13,mention,0,twitter,Telkomsel,neutral
telkomsel,alvinaputri,mention,0,twitter,Telkomsel,neutral
telkomsel,alviraolifia,mention,0,twitter,Telkomsel,neutral
telkomsel,alvitosj,mention,0,twitter,Telkomsel,neutral
telkomsel,alwanology_2nd,mention,0,twitter,Telkomsel,neutral
telkomsel,alwayspcyz,mention,0,twitter,Telkomsel,neutral
telkomsel,alwxyssd,mention,0,twitter,Telkomsel,neutral
telkomsel,alyaitham,mention,0,twitter,Telkomsel,neutral
telkomsel,alyasinn_,mention,0,twitter,Telkomsel,neutral
telkomsel,alym_kayyis,mention,0,twitter,Telkomsel,neutral
telkomsel,alyssumlovely,mention,0,twitter,Telkomsel,neutral
telkomsel,alzcenus,mention,0,twitter,Telkomsel,neutral
telkomsel,am0rym,mention,0,twitter,Telkomsel,neutral
telkomsel,amadeeeya,mention,0,twitter,Telkomsel,neutral
telkomsel,amahardika37,mention,0,twitter,Telkomsel,neutral
telkomsel,amaiti_,mention,0,twitter,Telkomsel,neutral
telkomsel,amaliaak303,mention,0,twitter,Telkomsel,neutral
telkomsel,amaliaarnetta,mention,0,twitter,Telkomsel,neutral
telkomsel,amaliarh9007,mention,0,twitter,Telkomsel,neutral
telkomsel,aman_laaah,mention,0,twitter,Telkomsel,neutral
telkomsel,amandrug,mention,0,twitter,Telkomsel,neutral
telkomsel,amansegaf,mention,0,twitter,Telkomsel,neutral
telkomsel,amanusakarti,mention,0,twitter,Telkomsel,neutral
telkomsel,amarylliiss_,mention,0,twitter,Telkomsel,neutral
telkomsel,amayasooyun,mention,0,twitter,Telkomsel,neutral
telkomsel,amazedzea,mention,0,twitter,Telkomsel,neutral
telkomsel,ambangsore20,mention,0,twitter,Telkomsel,neutral
telkomsel,ambar_kpg,mention,0,twitter,Telkomsel,neutral
telkomsel,ambar_styawan,mention,0,twitter,Telkomsel,neutral
telkomsel,ambatub4ss,mention,0,twitter,Telkomsel,neutral
telkomsel,amberituke9,mention,0,twitter,Telkomsel,neutral
telkomsel,ambil2bayar1,mention,0,twitter,Telkomsel,neutral
telkomsel,ambxious,mention,0,twitter,Telkomsel,neutral
telkomsel,amdevi_,mention,0,twitter,Telkomsel,neutral
telkomsel,amectripleshots,mention,0,twitter,Telkomsel,neutral
telkomsel,ameletot,mention,0,twitter,Telkomsel,neutral
telkomsel,amendimsum02,mention,0,twitter,Telkomsel,neutral
telkomsel,ameriicano__,mention,0,twitter,Telkomsel,neutral
telkomsel,ameruurain,mention,0,twitter,Telkomsel,neutral
telkomsel,amethy__xxx,mention,0,twitter,Telkomsel,neutral
telkomsel,amewow__,mention,0,twitter,Telkomsel,neutral
telkomsel,amhendropriyono,mention,0,twitter,Telkomsel,neutral
telkomsel,amhhaa,mention,0,twitter,Telkomsel,neutral
telkomsel,amhnglzr,mention,0,twitter,Telkomsel,neutral
telkomsel,amie_marbun,mention,0,twitter,Telkomsel,neutral
telkomsel,amienussholihin,mention,0,twitter,Telkomsel,neutral
telkomsel,aminngyu,mention,0,twitter,Telkomsel,neutral
telkomsel,amir_barata06,mention,0,twitter,Telkomsel,neutral
telkomsel,amirahqonitah,mention,0,twitter,Telkomsel,neutral
telkomsel,amiruzainachmad,mention,0,twitter,Telkomsel,neutral
telkomsel,ammanyamodini,mention,0,twitter,Telkomsel,neutral
telkomsel,ammar12f,mention,0,twitter,Telkomsel,neutral
telkomsel,amnoyun,mention,0,twitter,Telkomsel,neutral
telkomsel,amongsunflower,mention,0,twitter,Telkomsel,neutral
telkomsel,amooura4,mention,0,twitter,Telkomsel,neutral
telkomsel,amoresukie,mention,0,twitter,Telkomsel,neutral
telkomsel,amorim_logic,mention,0,twitter,Telkomsel,neutral
telkomsel,ampasbetcuy,mention,0,twitter,Telkomsel,neutral
telkomsel,ampaswortel,mention,0,twitter,Telkomsel,neutral
telkomsel,amphilocalist,mention,0,twitter,Telkomsel,neutral
telkomsel,amricandra2,mention,0,twitter,Telkomsel,neutral
telkomsel,amruiqball,mention,0,twitter,Telkomsel,neutral
telkomsel,amrzzzhq,mention,0,twitter,Telkomsel,neutral
telkomsel,amsterdim,mention,0,twitter,Telkomsel,neutral
telkomsel,an0therpers0n_,mention,0,twitter,Telkomsel,neutral
telkomsel,an0therwinter,mention,0,twitter,Telkomsel,neutral
telkomsel,an99ik,mention,0,twitter,Telkomsel,neutral
telkomsel,an_n818,mention,0,twitter,Telkomsel,neutral
telkomsel,an_othersideofa,mention,0,twitter,Telkomsel,neutral
telkomsel,anafauziaa,mention,0,twitter,Telkomsel,neutral
telkomsel,anak_bbs1,mention,0,twitter,Telkomsel,neutral
telkomsel,anak_betmen,mention,0,twitter,Telkomsel,neutral
telkomsel,anak_llang,mention,0,twitter,Telkomsel,neutral
telkomsel,anakbarulahir01,mention,0,twitter,Telkomsel,neutral
telkomsel,anakchickenn,mention,0,twitter,Telkomsel,neutral
telkomsel,anakdramaga,mention,0,twitter,Telkomsel,neutral
telkomsel,anakemaaba,mention,0,twitter,Telkomsel,neutral
telkomsel,anakgedongan69,mention,0,twitter,Telkomsel,neutral
telkomsel,anakibunani,mention,0,twitter,Telkomsel,neutral
telkomsel,anakjaksel_,mention,0,twitter,Telkomsel,neutral
telkomsel,anaknyacecil,mention,0,twitter,Telkomsel,neutral
telkomsel,anakonsumtif,mention,0,twitter,Telkomsel,neutral
telkomsel,analiirpaailuy,mention,0,twitter,Telkomsel,neutral
telkomsel,analogigaserius,mention,0,twitter,Telkomsel,neutral
telkomsel,ananda_khrunisa,mention,0,twitter,Telkomsel,neutral
telkomsel,anandabdrs,mention,0,twitter,Telkomsel,neutral
telkomsel,anantha118,mention,0,twitter,Telkomsel,neutral
telkomsel,anaqpanda,mention,0,twitter,Telkomsel,neutral
telkomsel,anarcho_merah,mention,0,twitter,Telkomsel,neutral
telkomsel,anasnasruln,mention,0,twitter,Telkomsel,neutral
telkomsel,anasthasia61415,mention,0,twitter,Telkomsel,neutral
telkomsel,anbook1123,mention,0,twitter,Telkomsel,neutral
telkomsel,ancellottyy,mention,0,twitter,Telkomsel,neutral
telkomsel,ancelynaaa,mention,0,twitter,Telkomsel,neutral
telkomsel,andarpj,mention,0,twitter,Telkomsel,neutral
telkomsel,andayanicu45497,mention,0,twitter,Telkomsel,neutral
telkomsel,anddchipmunk,mention,0,twitter,Telkomsel,neutral
telkomsel,andeenieee,mention,0,twitter,Telkomsel,neutral
telkomsel,andewaa,mention,0,twitter,Telkomsel,neutral
telkomsel,andie2808,mention,0,twitter,Telkomsel,neutral
telkomsel,andihiyat,mention,0,twitter,Telkomsel,neutral
telkomsel,andika15_,mention,0,twitter,Telkomsel,neutral
telkomsel,andikabridger,mention,0,twitter,Telkomsel,neutral
telkomsel,andikap1149073,mention,0,twitter,Telkomsel,neutral
telkomsel,andikarynd,mention,0,twitter,Telkomsel,neutral
telkomsel,andiks43626,mention,0,twitter,Telkomsel,neutral
telkomsel,andinie_diniii,mention,0,twitter,Telkomsel,neutral
telkomsel,andinovian,mention,0,twitter,Telkomsel,neutral
telkomsel,andiwi495321,mention,0,twitter,Telkomsel,neutral
telkomsel,andraarya229123,mention,0,twitter,Telkomsel,neutral
telkomsel,andraasss,mention,0,twitter,Telkomsel,neutral
telkomsel,andre_shifu,mention,0,twitter,Telkomsel,neutral
telkomsel,andreasfobi,mention,0,twitter,Telkomsel,neutral
telkomsel,andreaswid90008,mention,0,twitter,Telkomsel,neutral
telkomsel,andrebongq,mention,0,twitter,Telkomsel,neutral
telkomsel,andreeindira,mention,0,twitter,Telkomsel,neutral
telkomsel,andreesquad,mention,0,twitter,Telkomsel,neutral
telkomsel,andrefi42731740,mention,0,twitter,Telkomsel,neutral
telkomsel,andrepradana27,mention,0,twitter,Telkomsel,neutral
telkomsel,andrewiliams06,mention,0,twitter,Telkomsel,neutral
telkomsel,andrewmw_,mention,0,twitter,Telkomsel,neutral
telkomsel,andrian69949641,mention,0,twitter,Telkomsel,neutral
telkomsel,andrianinrmls,mention,0,twitter,Telkomsel,neutral
telkomsel,andrichann55110,mention,0,twitter,Telkomsel,neutral
telkomsel,andriegan,mention,0,twitter,Telkomsel,neutral
telkomsel,andrihmwn,mention,0,twitter,Telkomsel,neutral
telkomsel,andriirawan_17,mention,0,twitter,Telkomsel,neutral
telkomsel,andriyand__,mention,0,twitter,Telkomsel,neutral
telkomsel,andry_vai,mention,0,twitter,Telkomsel,neutral
telkomsel,andryantaya,mention,0,twitter,Telkomsel,neutral
telkomsel,andryrevan,mention,0,twitter,Telkomsel,neutral
telkomsel,andy2401950,mention,0,twitter,Telkomsel,neutral
telkomsel,andydch,mention,0,twitter,Telkomsel,neutral
telkomsel,andylim499418,mention,0,twitter,Telkomsel,neutral
telkomsel,anealogi,mention,0,twitter,Telkomsel,neutral
telkomsel,aneselalubenar,mention,0,twitter,Telkomsel,neutral
telkomsel,anfrnn,mention,0,twitter,Telkomsel,neutral
telkomsel,ang_kecil,mention,0,twitter,Telkomsel,neutral
telkomsel,angela_viraaa,mention,0,twitter,Telkomsel,neutral
telkomsel,angelachandra54,mention,0,twitter,Telkomsel,neutral
telkomsel,angelansel_,mention,0,twitter,Telkomsel,neutral
telkomsel,angelbingit,mention,0,twitter,Telkomsel,neutral
telkomsel,angeliarosy,mention,0,twitter,Telkomsel,neutral
telkomsel,angelin20492023,mention,0,twitter,Telkomsel,neutral
telkomsel,angeliname50268,mention,0,twitter,Telkomsel,neutral
telkomsel,angelo_grund_no,mention,0,twitter,Telkomsel,neutral
telkomsel,angelsdudde,mention,0,twitter,Telkomsel,neutral
telkomsel,anggaa_88,mention,0,twitter,Telkomsel,neutral
telkomsel,anggabimantara,mention,0,twitter,Telkomsel,neutral
telkomsel,anggacakraa,mention,0,twitter,Telkomsel,neutral
telkomsel,anggaesaa,mention,0,twitter,Telkomsel,neutral
telkomsel,anggaraaa136,mention,0,twitter,Telkomsel,neutral
telkomsel,anggaraao,mention,0,twitter,Telkomsel,neutral
telkomsel,anggaradhe,mention,0,twitter,Telkomsel,neutral
telkomsel,anggia_rahardjo,mention,0,twitter,Telkomsel,neutral
telkomsel,anggianahalona,mention,0,twitter,Telkomsel,neutral
telkomsel,anggianidewi,mention,0,twitter,Telkomsel,neutral
telkomsel,anggifatmah,mention,0,twitter,Telkomsel,neutral
telkomsel,anggishahlan,mention,0,twitter,Telkomsel,neutral
telkomsel,anggitapalupi,mention,0,twitter,Telkomsel,neutral
telkomsel,anggitarahaha,mention,0,twitter,Telkomsel,neutral
telkomsel,anggodojosh,mention,0,twitter,Telkomsel,neutral
telkomsel,angieeww,mention,0,twitter,Telkomsel,neutral
telkomsel,anginsegar1818,mention,0,twitter,Telkomsel,neutral
telkomsel,angkasa_1303,mention,0,twitter,Telkomsel,neutral
telkomsel,angkaskyyy,mention,0,twitter,Telkomsel,neutral
telkomsel,anglclryn,mention,0,twitter,Telkomsel,neutral
telkomsel,angrekmalam,mention,0,twitter,Telkomsel,neutral
telkomsel,angwarmassem,mention,0,twitter,Telkomsel,neutral
telkomsel,anidekick,mention,0,twitter,Telkomsel,neutral
telkomsel,anifurready,mention,0,twitter,Telkomsel,neutral
telkomsel,animebusuk,mention,0,twitter,Telkomsel,neutral
telkomsel,animehxc,mention,0,twitter,Telkomsel,neutral
telkomsel,animo1782,mention,0,twitter,Telkomsel,neutral
telkomsel,anindya332978,mention,0,twitter,Telkomsel,neutral
telkomsel,aninury10188991,mention,0,twitter,Telkomsel,neutral
telkomsel,aniranre,mention,0,twitter,Telkomsel,neutral
telkomsel,anisajayanti_,mention,0,twitter,Telkomsel,neutral
telkomsel,anisakusum48901,mention,0,twitter,Telkomsel,neutral
telkomsel,aniseeeds,mention,0,twitter,Telkomsel,neutral
telkomsel,anishafitr96078,mention,0,twitter,Telkomsel,neutral
telkomsel,anisrui,mention,0,twitter,Telkomsel,neutral
telkomsel,anitabembem,mention,0,twitter,Telkomsel,neutral
telkomsel,anituyyy,mention,0,twitter,Telkomsel,neutral
telkomsel,aniyaaniyo,mention,0,twitter,Telkomsel,neutral
telkomsel,anjari104,mention,0,twitter,Telkomsel,neutral
telkomsel,anjarworld,mention,0,twitter,Telkomsel,neutral
telkomsel,anjingcoklad,mention,0,twitter,Telkomsel,neutral
telkomsel,anjirlupa714,mention,0,twitter,Telkomsel,neutral
telkomsel,anknkf,mention,0,twitter,Telkomsel,neutral
telkomsel,ankoromochi_sa,mention,0,twitter,Telkomsel,neutral
telkomsel,anmerqungen,mention,0,twitter,Telkomsel,neutral
telkomsel,anmrjsh,mention,0,twitter,Telkomsel,neutral
telkomsel,ann_maulina,mention,0,twitter,Telkomsel,neutral
telkomsel,annabelle_rnn,mention,0,twitter,Telkomsel,neutral
telkomsel,annabukanana,mention,0,twitter,Telkomsel,neutral
telkomsel,anndhtp,mention,0,twitter,Telkomsel,neutral
telkomsel,anneivest,mention,0,twitter,Telkomsel,neutral
telkomsel,annisalathifa_,mention,0,twitter,Telkomsel,neutral
telkomsel,annisapei,mention,0,twitter,Telkomsel,neutral
telkomsel,annisasrp,mention,0,twitter,Telkomsel,neutral
telkomsel,annisavailable,mention,0,twitter,Telkomsel,neutral
telkomsel,annkrengseng,mention,0,twitter,Telkomsel,neutral
telkomsel,annmal28,mention,0,twitter,Telkomsel,neutral
telkomsel,annn_apple,mention,0,twitter,Telkomsel,neutral
telkomsel,annon17im,mention,0,twitter,Telkomsel,neutral
telkomsel,annoyingcrush,mention,0,twitter,Telkomsel,neutral
telkomsel,annthcs,mention,0,twitter,Telkomsel,neutral
telkomsel,annviol_,mention,0,twitter,Telkomsel,neutral
telkomsel,anomprast,mention,0,twitter,Telkomsel,neutral
telkomsel,anonymia__,mention,0,twitter,Telkomsel,neutral
telkomsel,anonynul,mention,0,twitter,Telkomsel,neutral
telkomsel,anothabey,mention,0,twitter,Telkomsel,neutral
telkomsel,anotherfjrh,mention,0,twitter,Telkomsel,neutral
telkomsel,anotherrlyly,mention,0,twitter,Telkomsel,neutral
telkomsel,anotherseraphic,mention,0,twitter,Telkomsel,neutral
telkomsel,anotherwme,mention,0,twitter,Telkomsel,neutral
telkomsel,anothrbbyhlo,mention,0,twitter,Telkomsel,neutral
telkomsel,anraae07,mention,0,twitter,Telkomsel,neutral
telkomsel,anroeske02,mention,0,twitter,Telkomsel,neutral
telkomsel,anrvln_,mention,0,twitter,Telkomsel,neutral
telkomsel,ansharas,mention,0,twitter,Telkomsel,neutral
telkomsel,ansyarinasrull2,mention,0,twitter,Telkomsel,neutral
telkomsel,antagoniskafein,mention,0,twitter,Telkomsel,neutral
telkomsel,antarawisnu2,mention,0,twitter,Telkomsel,neutral
telkomsel,antaryulii,mention,0,twitter,Telkomsel,neutral
telkomsel,antertahu,mention,0,twitter,Telkomsel,neutral
telkomsel,anthrmelll,mention,0,twitter,Telkomsel,neutral
telkomsel,anthroupologi,mention,0,twitter,Telkomsel,neutral
telkomsel,antiherolisa17,mention,0,twitter,Telkomsel,neutral
telkomsel,antoncinere,mention,0,twitter,Telkomsel,neutral
telkomsel,antozy777,mention,0,twitter,Telkomsel,neutral
telkomsel,ants2606you,mention,0,twitter,Telkomsel,neutral
telkomsel,anubeis,mention,0,twitter,Telkomsel,neutral
telkomsel,anugrahperkasa4,mention,0,twitter,Telkomsel,neutral
telkomsel,anugroho0211,mention,0,twitter,Telkomsel,neutral
telkomsel,anxiendy,mention,0,twitter,Telkomsel,neutral
telkomsel,anxietyh0le,mention,0,twitter,Telkomsel,neutral
telkomsel,anyone001432,mention,0,twitter,Telkomsel,neutral
telkomsel,anyonehungry,mention,0,twitter,Telkomsel,neutral
telkomsel,anythingboutuuu,mention,0,twitter,Telkomsel,neutral
telkomsel,anythingey,mention,0,twitter,Telkomsel,neutral
telkomsel,anytimre,mention,0,twitter,Telkomsel,neutral
telkomsel,anyudingz,mention,0,twitter,Telkomsel,neutral
telkomsel,anyujinz_,mention,0,twitter,Telkomsel,neutral
telkomsel,aoiguinevere,mention,0,twitter,Telkomsel,neutral
telkomsel,aol_soo,mention,0,twitter,Telkomsel,neutral
telkomsel,aoorora_,mention,0,twitter,Telkomsel,neutral
telkomsel,aoruippeng,mention,0,twitter,Telkomsel,neutral
telkomsel,aoshidaze,mention,0,twitter,Telkomsel,neutral
telkomsel,aotmlino,mention,0,twitter,Telkomsel,neutral
telkomsel,aowntsfnnclfrdm,mention,0,twitter,Telkomsel,neutral
telkomsel,aoxian_lee,mention,0,twitter,Telkomsel,neutral
telkomsel,aozoradz,mention,0,twitter,Telkomsel,neutral
telkomsel,apaantuuhhhhhhh,mention,0,twitter,Telkomsel,neutral
telkomsel,apadongheh,mention,0,twitter,Telkomsel,neutral
telkomsel,apalagiyach,mention,0,twitter,Telkomsel,neutral
telkomsel,apasikocakk,mention,0,twitter,Telkomsel,neutral
telkomsel,apasipasi,mention,0,twitter,Telkomsel,neutral
telkomsel,apasitong,mention,0,twitter,Telkomsel,neutral
telkomsel,apel2ribu,mention,0,twitter,Telkomsel,neutral
telkomsel,apel_agus67846,mention,0,twitter,Telkomsel,neutral
telkomsel,apelstrawbewwy,mention,0,twitter,Telkomsel,neutral
telkomsel,apernadi5g,mention,0,twitter,Telkomsel,neutral
telkomsel,apertacarrera,mention,0,twitter,Telkomsel,neutral
telkomsel,apfelstrudel_43,mention,0,twitter,Telkomsel,neutral
telkomsel,aphrodatglow,mention,0,twitter,Telkomsel,neutral
telkomsel,aphrodisiacs99,mention,0,twitter,Telkomsel,neutral
telkomsel,aphronyxx,mention,0,twitter,Telkomsel,neutral
telkomsel,apiapiww,mention,0,twitter,Telkomsel,neutral
telkomsel,apipaiday,mention,0,twitter,Telkomsel,neutral
telkomsel,aplerza,mention,0,twitter,Telkomsel,neutral
telkomsel,apluviophileh,mention,0,twitter,Telkomsel,neutral
telkomsel,apocalore,mention,0,twitter,Telkomsel,neutral
telkomsel,apocalypse4s,mention,0,twitter,Telkomsel,neutral
telkomsel,apocalypsesht,mention,0,twitter,Telkomsel,neutral
telkomsel,apoctekk,mention,0,twitter,Telkomsel,neutral
telkomsel,apopecalypse,mention,0,twitter,Telkomsel,neutral
telkomsel,apostjinx_v,mention,0,twitter,Telkomsel,neutral
telkomsel,apple897405,mention,0,twitter,Telkomsel,neutral
telkomsel,aprhoditec,mention,0,twitter,Telkomsel,neutral
telkomsel,apri_axl,mention,0,twitter,Telkomsel,neutral
telkomsel,aprilaee_,mention,0,twitter,Telkomsel,neutral
telkomsel,aprilboyhwa,mention,0,twitter,Telkomsel,neutral
telkomsel,apriliantidm,mention,0,twitter,Telkomsel,neutral
telkomsel,aprishti_lagi,mention,0,twitter,Telkomsel,neutral
telkomsel,apritos,mention,0,twitter,Telkomsel,neutral
telkomsel,apws1311,mention,0,twitter,Telkomsel,neutral
telkomsel,aqeuarius,mention,0,twitter,Telkomsel,neutral
telkomsel,aqlanfabian,mention,0,twitter,Telkomsel,neutral
telkomsel,aqratea,mention,0,twitter,Telkomsel,neutral
telkomsel,aqsa_jimmy,mention,0,twitter,Telkomsel,neutral
telkomsel,aqua_boyyy,mention,0,twitter,Telkomsel,neutral
telkomsel,aquaciyum,mention,0,twitter,Telkomsel,neutral
telkomsel,aquariussng,mention,0,twitter,Telkomsel,neutral
telkomsel,aquinnaz17,mention,0,twitter,Telkomsel,neutral
telkomsel,aquliladarksoul,mention,0,twitter,Telkomsel,neutral
telkomsel,ar_lth,mention,0,twitter,Telkomsel,neutral
telkomsel,ara_drew,mention,0,twitter,Telkomsel,neutral
telkomsel,ara_muhammady,mention,0,twitter,Telkomsel,neutral
telkomsel,araaaaxxxx,mention,0,twitter,Telkomsel,neutral
telkomsel,araackermann,mention,0,twitter,Telkomsel,neutral
telkomsel,araafi_aprilia,mention,0,twitter,Telkomsel,neutral
telkomsel,araaraaraaa_,mention,0,twitter,Telkomsel,neutral
telkomsel,aramoniajasutin,mention,0,twitter,Telkomsel,neutral
telkomsel,aramuhukunda,mention,0,twitter,Telkomsel,neutral
telkomsel,arandhytia_,mention,0,twitter,Telkomsel,neutral
telkomsel,aranidamanik,mention,0,twitter,Telkomsel,neutral
telkomsel,araniyahdz,mention,0,twitter,Telkomsel,neutral
telkomsel,araprilia,mention,0,twitter,Telkomsel,neutral
telkomsel,araren0000,mention,0,twitter,Telkomsel,neutral
telkomsel,arasberryst,mention,0,twitter,Telkomsel,neutral
telkomsel,araskasursemen,mention,0,twitter,Telkomsel,neutral
telkomsel,arbbian_,mention,0,twitter,Telkomsel,neutral
telkomsel,arbicsdyea,mention,0,twitter,Telkomsel,neutral
telkomsel,arcelynsky,mention,0,twitter,Telkomsel,neutral
telkomsel,arch1vewa,mention,0,twitter,Telkomsel,neutral
telkomsel,archanist_,mention,0,twitter,Telkomsel,neutral
telkomsel,archerpinks,mention,0,twitter,Telkomsel,neutral
telkomsel,archienara_,mention,0,twitter,Telkomsel,neutral
telkomsel,archinookeii,mention,0,twitter,Telkomsel,neutral
telkomsel,archivekiddo,mention,0,twitter,Telkomsel,neutral
telkomsel,archiveshttp,mention,0,twitter,Telkomsel,neutral
telkomsel,archonelectro,mention,0,twitter,Telkomsel,neutral
telkomsel,arckiaveez,mention,0,twitter,Telkomsel,neutral
