source,target,relationship,followers,platform,layanan,sentiment
dimaarr,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dimaarr,starlink,mention,0,twitter,Telkomsel,neutral
dimaarr,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dimaarr,telkomsel,mention,0,twitter,Telkomsel,neutral
dimakanhidup,telkomsel,mention,0,twitter,Telkomsel,neutral
diman81380735,telkomsel,mention,0,twitter,Telkomsel,negative
dimansyahs,mytelkomselapp,mention,0,twitter,Telkomsel,negative
dimansyahs,telkomsel,mention,0,twitter,Telkomsel,negative
dimasaryanugh,mytelkomselapp,mention,0,twitter,Telkomsel,negative
dimasaryanugh,telkomsel,mention,0,twitter,Telkomsel,negative
dimasciptadi,telkomsel,mention,0,twitter,Telkomsel,negative
dimasdomas2,acakacakan,mention,0,twitter,Telkomsel,neutral
dimasdomas2,smartfrenworld,mention,0,twitter,Telkomsel,neutral
dimasdomas2,telkomsel,mention,0,twitter,Telkomsel,neutral
dimasdomas2,vitalum_io,mention,0,twitter,Telkomsel,neutral
dimasfadhilahrm,telkomsel,mention,0,twitter,Telkomsel,neutral
dimasindradi,kompascom,mention,0,twitter,Telkomsel,neutral
dimasindradi,telkomsel,mention,0,twitter,Telkomsel,neutral
dimasjm_,telkomsel,mention,0,twitter,Telkomsel,negative
dimasperwira06,kangmanto123,mention,0,twitter,Telkomsel,neutral
dimasperwira06,telkomsel,mention,0,twitter,Telkomsel,neutral
dimasperwira06,usuallysehun,mention,0,twitter,Telkomsel,neutral
dimaspriyos,telkomsel,mention,0,twitter,Telkomsel,negative
dimassawarga,indihome,mention,0,twitter,Telkomsel,negative
dimassawarga,mediakonsumenid,mention,0,twitter,Telkomsel,negative
dimassawarga,telkomsel,mention,0,twitter,Telkomsel,negative
dimassawarga,tenesa_telkom,mention,0,twitter,Telkomsel,negative
dimassawarga,ylki_id,mention,0,twitter,Telkomsel,negative
dimastpp,elonmusk,mention,0,twitter,Telkomsel,neutral
dimastpp,pertamina,mention,0,twitter,Telkomsel,neutral
dimastpp,pln_123,mention,0,twitter,Telkomsel,neutral
dimastpp,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dimastpp,starlink,mention,0,twitter,Telkomsel,neutral
dimastpp,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dimastpp,telkomsel,mention,0,twitter,Telkomsel,neutral
dimensingeluh,telkomsel,mention,0,twitter,Telkomsel,negative
dimss09,dharurf,retweet,0,twitter,Telkomsel,neutral
dimss09,i_m_mortal_,mention,0,twitter,Telkomsel,neutral
dimssign,telkomsel,mention,0,twitter,Telkomsel,negative
dimsumaddicttt,sherlytoefa,mention,0,twitter,Telkomsel,negative
dimsumaddicttt,telkomsel,mention,0,twitter,Telkomsel,negative
dimsumaenak,telkomsel,mention,0,twitter,Telkomsel,positive
dimsumkuahkecap,telkomsel,mention,0,twitter,Telkomsel,negative
dimsummacaroni,telkomsel,mention,0,twitter,Telkomsel,negative
dimsummmmenaa,flofooo,mention,0,twitter,Telkomsel,neutral
dimsummmmenaa,telkomsel,mention,0,twitter,Telkomsel,neutral
dimznyster,telkomsel,mention,0,twitter,Telkomsel,neutral
din_77,joyboy__id,mention,0,twitter,Telkomsel,negative
din_77,onnowpurbo,mention,0,twitter,Telkomsel,negative
din_77,telkomsel,mention,0,twitter,Telkomsel,negative
dina_derenozora,elonmusk,mention,0,twitter,Telkomsel,neutral
dina_derenozora,pertamina,mention,0,twitter,Telkomsel,neutral
dina_derenozora,pln_123,mention,0,twitter,Telkomsel,neutral
dina_derenozora,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dina_derenozora,starlink,mention,0,twitter,Telkomsel,neutral
dina_derenozora,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dina_derenozora,telkomsel,mention,0,twitter,Telkomsel,neutral
dina_dinulfat,tang__kira,mention,0,twitter,Telkomsel,positive
dina_dinulfat,telkomsel,mention,0,twitter,Telkomsel,positive
dinalativa,telkomsel,mention,0,twitter,Telkomsel,negative
dinaputaja,telkomsel,mention,0,twitter,Telkomsel,negative
dinaries,telkomsel,mention,0,twitter,Telkomsel,neutral
dinascur,telkomsel,mention,0,twitter,Telkomsel,negative
dinaskegelapan,itskrisyaa,mention,0,twitter,Telkomsel,negative
dinaskegelapan,telkomsel,mention,0,twitter,Telkomsel,negative
dinata_eva04,dewalova_ieiend,mention,0,twitter,Telkomsel,neutral
dinata_eva04,diynaf,mention,0,twitter,Telkomsel,neutral
dinata_eva04,gilpra21,mention,0,twitter,Telkomsel,neutral
dinata_eva04,mytelkomselapp,mention,0,twitter,Telkomsel,neutral
dinawiratma,rizal_septyan,retweet,0,twitter,Telkomsel,negative
dinawiratma,tanyakanrl,mention,0,twitter,Telkomsel,negative
dindaayuo99_,iniminneo,retweet,0,twitter,Telkomsel,neutral
dindader,commuterline,mention,0,twitter,Telkomsel,negative
dindarisjad,telkomsel,mention,0,twitter,Telkomsel,negative
dindasaulus,telkomsel,mention,0,twitter,Telkomsel,negative
dindatpgakmarah,telkomsel,mention,0,twitter,Telkomsel,negative
dineeysaurs,telkomsel,mention,0,twitter,Telkomsel,neutral
dineeysaurs,vidio,mention,0,twitter,Telkomsel,neutral
dinielpriejanto,telkomsel,mention,0,twitter,Telkomsel,neutral
dinihariiiii,qrivasi,mention,0,twitter,Telkomsel,negative
dinihariiiii,telkomsel,mention,0,twitter,Telkomsel,negative
dinimghfrh,telkomsel,mention,0,twitter,Telkomsel,negative
diniprihar27,qrivasi,mention,0,twitter,Telkomsel,positive
dinislae_,_fairyksj,mention,0,twitter,Telkomsel,negative
dinn1907,telkomsel,mention,0,twitter,Telkomsel,negative
dinn6514,telkomsel,mention,0,twitter,Telkomsel,negative
dinnandua,baummustholahul,mention,0,twitter,Telkomsel,negative
dinnandua,telkomsel,mention,0,twitter,Telkomsel,negative
dinndo_,telkomsel,mention,0,twitter,Telkomsel,negative
dinnsh01,elonmusk,mention,0,twitter,Telkomsel,neutral
dinnsh01,pertamina,mention,0,twitter,Telkomsel,neutral
dinnsh01,pln_123,mention,0,twitter,Telkomsel,neutral
dinnsh01,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dinnsh01,starlink,mention,0,twitter,Telkomsel,neutral
dinnsh01,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dinnsh01,telkomsel,mention,0,twitter,Telkomsel,neutral
dino_sahoor,kemkomdigi,mention,0,twitter,Telkomsel,negative
dino_sahoor,telkomsel,mention,0,twitter,Telkomsel,negative
dinoduarius,tanyakanrl,mention,0,twitter,Telkomsel,neutral
dinolucu34,dialogsenja__,mention,0,twitter,Telkomsel,neutral
dinolucu34,tipiskipli,mention,0,twitter,Telkomsel,neutral
dinoren24,telkomsel,mention,0,twitter,Telkomsel,negative
dinoth3trainer,indepensumatera,mention,0,twitter,Telkomsel,negative
dinoth3trainer,lowpricet96081,mention,0,twitter,Telkomsel,negative
dinoth3trainer,lowpricet96081,retweet,0,twitter,Telkomsel,negative
dinoth3trainer,subwido,retweet,0,twitter,Telkomsel,negative
dinoth3trainer,telkomsel,mention,0,twitter,Telkomsel,negative
dinshyy,telkomsel,mention,0,twitter,Telkomsel,negative
dinyohdiny,tanyakanrl,mention,0,twitter,Telkomsel,negative
dinyohdiny,telkomsel,mention,0,twitter,Telkomsel,neutral
dio_rhapsody,aduankonten,mention,0,twitter,Telkomsel,negative
dio_rhapsody,aduannomorid,mention,0,twitter,Telkomsel,neutral
dio_rhapsody,aduanppi,mention,0,twitter,Telkomsel,negative
dio_rhapsody,grok,mention,0,twitter,Telkomsel,neutral
dio_rhapsody,telkomsel,mention,0,twitter,Telkomsel,neutral
diofikr,telkomsel,mention,0,twitter,Telkomsel,negative
dion_sauruss,mikaeldewabrata,mention,0,twitter,Telkomsel,neutral
dionaufalk,telkomsel,mention,0,twitter,Telkomsel,neutral
dionbizz,telkomsel,mention,0,twitter,Telkomsel,negative
dioracma,moonsaegi,mention,0,twitter,Telkomsel,neutral
dipastiin,inruwb,mention,0,twitter,Telkomsel,negative
dipastiin,telkomsel,mention,0,twitter,Telkomsel,neutral
dipdipta13,risangcandrasa,mention,0,twitter,Telkomsel,negative
dipdipta13,telkomsel,mention,0,twitter,Telkomsel,negative
dipikirankamu,telkomsel,mention,0,twitter,Telkomsel,negative
dipiminie,elonmusk,mention,0,twitter,Telkomsel,neutral
dipiminie,pertamina,mention,0,twitter,Telkomsel,neutral
dipiminie,pln_123,mention,0,twitter,Telkomsel,neutral
dipiminie,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dipiminie,starlink,mention,0,twitter,Telkomsel,neutral
dipiminie,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dipiminie,telkomsel,mention,0,twitter,Telkomsel,neutral
diprawi,indihome,mention,0,twitter,Telkomsel,neutral
diprawi,telkomsel,mention,0,twitter,Telkomsel,neutral
diptherium,joyboy__id,retweet,0,twitter,Telkomsel,negative
diptherium,onnowpurbo,mention,0,twitter,Telkomsel,negative
diptherium,telkomsel,mention,0,twitter,Telkomsel,negative
diq_ferdiann,idextratime,mention,0,twitter,Telkomsel,negative
diraaarwwr,telkomsel,mention,0,twitter,Telkomsel,neutral
dirandra_jaya,telkomindonesia,retweet,0,twitter,Telkomsel,neutral
direktoridosen,careim3,mention,0,twitter,Telkomsel,negative
direktoridosen,kaamghif,mention,0,twitter,Telkomsel,negative
direktoridosen,lahmiacx,mention,0,twitter,Telkomsel,negative
direktoridosen,misallnya,mention,0,twitter,Telkomsel,negative
direktoridosen,myxl,mention,0,twitter,Telkomsel,negative
direktoridosen,telkomsel,mention,0,twitter,Telkomsel,negative
dirjenjepe,autosultan_team,mention,0,twitter,Telkomsel,negative
dirtzx,telkomsel,mention,0,twitter,Telkomsel,neutral
disadotes,telkomsel,mention,0,twitter,Telkomsel,neutral
disayangsungjin,telkomsel,mention,0,twitter,Telkomsel,negative
discovcer,telkomsel,mention,0,twitter,Telkomsel,negative
discromin,elonmusk,mention,0,twitter,Telkomsel,neutral
discromin,pertamina,mention,0,twitter,Telkomsel,neutral
discromin,pln_123,mention,0,twitter,Telkomsel,neutral
discromin,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
discromin,starlink,mention,0,twitter,Telkomsel,neutral
discromin,telkomindonesia,mention,0,twitter,Telkomsel,neutral
discromin,telkomsel,mention,0,twitter,Telkomsel,neutral
disebutcimol,telkomsel,mention,0,twitter,Telkomsel,negative
disecallus,telkomsel,mention,0,twitter,Telkomsel,negative
disgesca,berridesst,mention,0,twitter,Telkomsel,negative
disgesca,byu_id,mention,0,twitter,Telkomsel,negative
disgesca,telkomsel,mention,0,twitter,Telkomsel,negative
disneeyllandd_,tanyakanrl,mention,0,twitter,Telkomsel,negative
disneeyllandd_,telkomsel,mention,0,twitter,Telkomsel,negative
ditacantikskali,telkomsel,mention,0,twitter,Telkomsel,negative
ditagauthornim,telkomsel,mention,0,twitter,Telkomsel,negative
ditamin33,qrivasi,mention,0,twitter,Telkomsel,negative
ditamin33,telkomsel,mention,0,twitter,Telkomsel,negative
ditanrln,telkomsel,mention,0,twitter,Telkomsel,negative
ditapedia,telkomsel,mention,0,twitter,Telkomsel,negative
ditauin,coodoik,retweet,0,twitter,Telkomsel,neutral
ditauin,elonmusk,mention,0,twitter,Telkomsel,neutral
ditauin,fbrnsyhn,mention,0,twitter,Telkomsel,neutral
ditauin,myxl,mention,0,twitter,Telkomsel,neutral
ditauin,pertamina,mention,0,twitter,Telkomsel,neutral
ditauin,pln_123,mention,0,twitter,Telkomsel,neutral
ditauin,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
ditauin,starlink,mention,0,twitter,Telkomsel,neutral
ditauin,tanyakanrl,mention,0,twitter,Telkomsel,neutral
ditauin,telkomindonesia,mention,0,twitter,Telkomsel,neutral
ditauin,telkomsel,mention,0,twitter,Telkomsel,neutral
ditayulistiany_,telkomsel,mention,0,twitter,Telkomsel,neutral
ditikhsan,telkomsel,mention,0,twitter,Telkomsel,negative
ditonrjt,crissbahari,mention,0,twitter,Telkomsel,neutral
ditonrjt,qrivasi,mention,0,twitter,Telkomsel,neutral
ditoyulianto,kompascom,mention,0,twitter,Telkomsel,neutral
ditoyulianto,telkomsel,mention,0,twitter,Telkomsel,neutral
ditpie08,telkomsel,mention,0,twitter,Telkomsel,neutral
ditrotoarjalan,baummustholahul,mention,0,twitter,Telkomsel,negative
ditrotoarjalan,telkomsel,mention,0,twitter,Telkomsel,negative
ditujuan,telkomsel,mention,0,twitter,Telkomsel,neutral
ditwiterrr,telkomsel,mention,0,twitter,Telkomsel,negative
ditystudy,telkomsel,mention,0,twitter,Telkomsel,neutral
diumumkan,telkomsel,mention,0,twitter,Telkomsel,neutral
diustorie,tanyarlfes,mention,0,twitter,Telkomsel,negative
divertikulitis_,sapasapoydoy,mention,0,twitter,Telkomsel,negative
divertikulitis_,txtdarigajelas,mention,0,twitter,Telkomsel,negative
divhumas_pororo,dxpaa21,mention,0,twitter,Telkomsel,negative
divhumas_pororo,qrivasi,mention,0,twitter,Telkomsel,negative
divhumas_pororo,telkomsel,mention,0,twitter,Telkomsel,negative
divinelheia,lucairn,mention,0,twitter,Telkomsel,neutral
divivavaa,elonmusk,mention,0,twitter,Telkomsel,neutral
divivavaa,pertamina,mention,0,twitter,Telkomsel,neutral
divivavaa,pln_123,mention,0,twitter,Telkomsel,neutral
divivavaa,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
divivavaa,starlink,mention,0,twitter,Telkomsel,neutral
divivavaa,telkomindonesia,mention,0,twitter,Telkomsel,neutral
divivavaa,telkomsel,mention,0,twitter,Telkomsel,neutral
diyanst,telkomsel,mention,0,twitter,Telkomsel,neutral
diyanst,xkode06,mention,0,twitter,Telkomsel,neutral
diymcum,telkomsel,mention,0,twitter,Telkomsel,neutral
dizacendekia,fbrnsyhn,mention,0,twitter,Telkomsel,neutral
dizacendekia,tanyakanrl,mention,0,twitter,Telkomsel,neutral
dizacendekia,telkomsel,mention,0,twitter,Telkomsel,negative
dizelviaya,joyboy__id,retweet,0,twitter,Telkomsel,negative
dizelviaya,onnowpurbo,mention,0,twitter,Telkomsel,negative
dizelviaya,telkomsel,mention,0,twitter,Telkomsel,negative
dizsoe,telkomsel,mention,0,twitter,Telkomsel,negative
dizzafitrii,telkomsel,mention,0,twitter,Telkomsel,negative
djamanborek,mytelkomselapp,mention,0,twitter,Telkomsel,negative
djamanborek,telkomsel,mention,0,twitter,Telkomsel,negative
djanuanti,elonmusk,mention,0,twitter,Telkomsel,neutral
djanuanti,pertamina,mention,0,twitter,Telkomsel,neutral
djanuanti,pln_123,mention,0,twitter,Telkomsel,neutral
djanuanti,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
djanuanti,starlink,mention,0,twitter,Telkomsel,neutral
djanuanti,telkomindonesia,mention,0,twitter,Telkomsel,neutral
djanuanti,telkomsel,mention,0,twitter,Telkomsel,neutral
djatiramajatayu,elonmusk,mention,0,twitter,Telkomsel,neutral
djatiramajatayu,pertamina,mention,0,twitter,Telkomsel,neutral
djatiramajatayu,pln_123,mention,0,twitter,Telkomsel,neutral
djatiramajatayu,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
djatiramajatayu,starlink,mention,0,twitter,Telkomsel,neutral
djatiramajatayu,telkomindonesia,mention,0,twitter,Telkomsel,neutral
djatiramajatayu,telkomsel,mention,0,twitter,Telkomsel,neutral
djaya42,alia6521,retweet,0,twitter,Telkomsel,neutral
djaya42,joyboy__id,mention,0,twitter,Telkomsel,neutral
djaya42,kejaksaanagungr,mention,0,twitter,Telkomsel,neutral
djaya42,onnowpurbo,mention,0,twitter,Telkomsel,neutral
djaya42,purbayayudhi,mention,0,twitter,Telkomsel,neutral
djaya42,stburhanuddin,mention,0,twitter,Telkomsel,neutral
djaya42,telkomindonesia,mention,0,twitter,Telkomsel,neutral
djaya42,telkomsel,mention,0,twitter,Telkomsel,neutral
djaya42,telkomselindo1,mention,0,twitter,Telkomsel,neutral
djedkomdigi,kemkomdigi,mention,0,twitter,Telkomsel,neutral
djivaberseri,blackgeminid,mention,0,twitter,Telkomsel,neutral
djivaberseri,indepensumatera,mention,0,twitter,Telkomsel,neutral
djivaberseri,indihome,mention,0,twitter,Telkomsel,neutral
djivaberseri,telkomindonesia,mention,0,twitter,Telkomsel,neutral
djivaberseri,telkomsel,mention,0,twitter,Telkomsel,neutral
djiwamuwda,telkomsel,mention,0,twitter,Telkomsel,neutral
djoanas4,telkomsel,mention,0,twitter,Telkomsel,negative
djrestu89,telkomsel,mention,0,twitter,Telkomsel,neutral
djworld_88,telkomsel,mention,0,twitter,Telkomsel,negative
djxdie1,telkomsel,mention,0,twitter,Telkomsel,negative
dkcimilin,elonmusk,mention,0,twitter,Telkomsel,neutral
dkcimilin,pertamina,mention,0,twitter,Telkomsel,neutral
dkcimilin,pln_123,mention,0,twitter,Telkomsel,neutral
dkcimilin,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dkcimilin,starlink,mention,0,twitter,Telkomsel,neutral
dkcimilin,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dkcimilin,telkomsel,mention,0,twitter,Telkomsel,neutral
dkfmaeldns,telkomsel,mention,0,twitter,Telkomsel,negative
dkhaaaaaaaa,telkomsel,mention,0,twitter,Telkomsel,negative
dki86058,gibran_tweet,mention,0,twitter,Telkomsel,negative
dki86058,onelove4human,mention,0,twitter,Telkomsel,negative
dki86058,prabowo,mention,0,twitter,Telkomsel,negative
dki86058,telkomsel,mention,0,twitter,Telkomsel,negative
dkkwnfkk_,telkomsel,mention,0,twitter,Telkomsel,negative
dknowtodo,elonmusk,mention,0,twitter,Telkomsel,neutral
dknowtodo,pertamina,mention,0,twitter,Telkomsel,neutral
dknowtodo,pln_123,mention,0,twitter,Telkomsel,neutral
dknowtodo,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dknowtodo,starlink,mention,0,twitter,Telkomsel,neutral
dknowtodo,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dknowtodo,telkomsel,mention,0,twitter,Telkomsel,neutral
dks_rjsgho,napaqtilas,mention,0,twitter,Telkomsel,negative
dkss012,hamiah_rahman31,mention,0,twitter,Telkomsel,positive
dkss012,mytelkomselapp,mention,0,twitter,Telkomsel,positive
dkss012,nailahdza,mention,0,twitter,Telkomsel,positive
dkss012,tytriyana_16,mention,0,twitter,Telkomsel,positive
dkwonskies,elonmusk,mention,0,twitter,Telkomsel,neutral
dkwonskies,pertamina,mention,0,twitter,Telkomsel,neutral
dkwonskies,pln_123,mention,0,twitter,Telkomsel,neutral
dkwonskies,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dkwonskies,starlink,mention,0,twitter,Telkomsel,neutral
dkwonskies,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dkwonskies,telkomsel,mention,0,twitter,Telkomsel,neutral
dlaire08,haloblu,mention,0,twitter,Telkomsel,neutral
dlindarensi,telkomsel,mention,0,twitter,Telkomsel,neutral
dljunho,elonmusk,mention,0,twitter,Telkomsel,neutral
dljunho,pertamina,mention,0,twitter,Telkomsel,neutral
dljunho,pln_123,mention,0,twitter,Telkomsel,neutral
dljunho,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dljunho,starlink,mention,0,twitter,Telkomsel,neutral
dljunho,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dljunho,telkomsel,mention,0,twitter,Telkomsel,neutral
dllus18266,ridhwanaziz7,mention,0,twitter,Telkomsel,neutral
dllus18266,telkomsel,mention,0,twitter,Telkomsel,neutral
dlnadwisrh,aldoabieza,mention,0,twitter,Telkomsel,negative
dlouulfajri,baummustholahul,mention,0,twitter,Telkomsel,negative
dlouulfajri,telkomsel,mention,0,twitter,Telkomsel,negative
dlrzee,elonmusk,mention,0,twitter,Telkomsel,neutral
dlrzee,pertamina,mention,0,twitter,Telkomsel,neutral
dlrzee,pln_123,mention,0,twitter,Telkomsel,neutral
dlrzee,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dlrzee,starlink,mention,0,twitter,Telkomsel,neutral
dlrzee,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dlrzee,telkomsel,mention,0,twitter,Telkomsel,neutral
dlwlzk1,elonmusk,mention,0,twitter,Telkomsel,neutral
dlwlzk1,pertamina,mention,0,twitter,Telkomsel,neutral
dlwlzk1,pln_123,mention,0,twitter,Telkomsel,neutral
dlwlzk1,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dlwlzk1,starlink,mention,0,twitter,Telkomsel,neutral
dlwlzk1,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dlwlzk1,telkomsel,mention,0,twitter,Telkomsel,neutral
dmadaiallo,telkomsel,mention,0,twitter,Telkomsel,negative
dmbrhm,elonmusk,mention,0,twitter,Telkomsel,neutral
dmbrhm,pertamina,mention,0,twitter,Telkomsel,neutral
dmbrhm,pln_123,mention,0,twitter,Telkomsel,neutral
dmbrhm,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dmbrhm,starlink,mention,0,twitter,Telkomsel,neutral
dmbrhm,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dmbrhm,telkomsel,mention,0,twitter,Telkomsel,neutral
dmsklvn,telkomsel,mention,0,twitter,Telkomsel,negative
dmsonx,elonmusk,mention,0,twitter,Telkomsel,neutral
dmsonx,pertamina,mention,0,twitter,Telkomsel,neutral
dmsonx,pln_123,mention,0,twitter,Telkomsel,neutral
dmsonx,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
dmsonx,starlink,mention,0,twitter,Telkomsel,neutral
dmsonx,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dmsonx,telkomsel,mention,0,twitter,Telkomsel,neutral
dmstry_ar,telkomsel,mention,0,twitter,Telkomsel,negative
dmwsdq,cfalevel99,mention,0,twitter,Telkomsel,neutral
dmwsdq,eirudo__,mention,0,twitter,Telkomsel,negative
dmwsdq,tobetruue,mention,0,twitter,Telkomsel,negative
dmwsdq,una_nocheee,retweet,0,twitter,Telkomsel,neutral
dna_alfian,exestudioid,mention,0,twitter,Telkomsel,neutral
dna_alfian,telkomsel,mention,0,twitter,Telkomsel,neutral
dndaapr,telkomsel,mention,0,twitter,Telkomsel,negative
dndsturb,telkomsel,mention,0,twitter,Telkomsel,neutral
dnff_wooshik,telkomsel,mention,0,twitter,Telkomsel,negative
dnfithr,telkomsel,mention,0,twitter,Telkomsel,neutral
dngwijonarko,indaoktaaa,mention,0,twitter,Telkomsel,neutral
dngwijonarko,telkomsel,mention,0,twitter,Telkomsel,neutral
dno_tscdey,coodoik,retweet,0,twitter,Telkomsel,neutral
dno_tscdey,fbrnsyhn,mention,0,twitter,Telkomsel,neutral
dno_tscdey,myxl,mention,0,twitter,Telkomsel,neutral
dno_tscdey,tanyakanrl,mention,0,twitter,Telkomsel,neutral
dno_tscdey,telkomsel,mention,0,twitter,Telkomsel,neutral
dnoolls,fallformkhc,mention,0,twitter,Telkomsel,neutral
dnoolls,telkomsel,mention,0,twitter,Telkomsel,neutral
dnrit,telkomsel,mention,0,twitter,Telkomsel,negative
dnsptd,baummustholahul,mention,0,twitter,Telkomsel,negative
dnsptd,telkomsel,mention,0,twitter,Telkomsel,negative
dnyy02,baseconvo,mention,0,twitter,Telkomsel,negative
dnyy02,indosatim3,mention,0,twitter,Telkomsel,negative
dnyy02,triindonesia,mention,0,twitter,Telkomsel,negative
dnzkyyh,baummustholahul,mention,0,twitter,Telkomsel,negative
dnzkyyh,telkomsel,mention,0,twitter,Telkomsel,negative
do0_12,telkomsel,mention,0,twitter,Telkomsel,negative
do0hoony,telkomsel,mention,0,twitter,Telkomsel,negative
doa_yorangga,naufalhilmy1,mention,0,twitter,Telkomsel,neutral
doa_yorangga,telkomsel,mention,0,twitter,Telkomsel,neutral
doanandikap,idextratime,mention,0,twitter,Telkomsel,neutral
docambam,elonmusk,mention,0,twitter,Telkomsel,neutral
docambam,pertamina,mention,0,twitter,Telkomsel,neutral
docambam,pln_123,mention,0,twitter,Telkomsel,neutral
docambam,selebtwitmobil,retweet,0,twitter,Telkomsel,neutral
docambam,starlink,mention,0,twitter,Telkomsel,neutral
docambam,telkomindonesia,mention,0,twitter,Telkomsel,neutral
docambam,telkomsel,mention,0,twitter,Telkomsel,neutral
docnut,telkomsel,mention,0,twitter,Telkomsel,neutral
doddyachmad_,afathiahana,mention,0,twitter,Telkomsel,negative
doddyachmad_,afathiahana,retweet,0,twitter,Telkomsel,negative
doddyachmad_,dharma_tc,mention,0,twitter,Telkomsel,neutral
doddyachmad_,ell_thinkbell,retweet,0,twitter,Telkomsel,negative
doddyachmad_,myxl,mention,0,twitter,Telkomsel,negative
doddyachmad_,tan3meshwari,retweet,0,twitter,Telkomsel,negative
doddyachmad_,telkomsel,mention,0,twitter,Telkomsel,negative
doddyachmad_,telkomsel,retweet,0,twitter,Telkomsel,positive
doddyachmad_,vdeekoo,retweet,0,twitter,Telkomsel,negative
dodgeyoun,lavishlii,mention,0,twitter,Telkomsel,neutral
dodi16r,abouttng,retweet,0,twitter,Telkomsel,negative
dodiirwandi,kangmanto123,mention,0,twitter,Telkomsel,negative
dodisaragih234,sanditama_putra,mention,0,twitter,Telkomsel,neutral
dodisaragih234,telkomsel,mention,0,twitter,Telkomsel,neutral
dodisaragih234,yosafathon,mention,0,twitter,Telkomsel,negative
dodisegrovee,missokkidokkie,mention,0,twitter,Telkomsel,neutral
dodisegrovee,pertamina,mention,0,twitter,Telkomsel,neutral
dodisegrovee,pln_123,mention,0,twitter,Telkomsel,neutral
dodisegrovee,telkomindonesia,mention,0,twitter,Telkomsel,neutral
dodisegrovee,telkomsel,mention,0,twitter,Telkomsel,neutral
doditobi,baummustholahul,mention,0,twitter,Telkomsel,negative
doditobi,telkomsel,mention,0,twitter,Telkomsel,negative
dodolmeong1,baummustholahul,mention,0,twitter,Telkomsel,negative
dodolmeong1,shxtposted,mention,0,twitter,Telkomsel,negative
dodolmeong1,telkomsel,mention,0,twitter,Telkomsel,negative
dodondwiprastyo,simpati,mention,0,twitter,Telkomsel,negative
dodondwiprastyo,telkomsel,mention,0,twitter,Telkomsel,negative
dodosumawijaya,telkomsel,mention,0,twitter,Telkomsel,negative
doeunhow,icblues,mention,0,twitter,Telkomsel,negative
dofathefil,sheeeshhtt,retweet,0,twitter,Telkomsel,negative
dofathefil,tanyakanrl,mention,0,twitter,Telkomsel,negative
dofathefil,telkomsel,mention,0,twitter,Telkomsel,negative
dofornia,telkomsel,mention,0,twitter,Telkomsel,neutral
dofriendss,m4nofpeace,retweet,0,twitter,Telkomsel,neutral
dofriendss,telkomsel,mention,0,twitter,Telkomsel,negative
dogelkarya76_82,kemkomdigi,mention,0,twitter,Telkomsel,neutral
dogelkarya76_82,meutya_hafid,mention,0,twitter,Telkomsel,neutral
dogelkarya76_82,telkomsel,mention,0,twitter,Telkomsel,neutral
dogelkarya76_82,whatsapp,mention,0,twitter,Telkomsel,neutral
dogerymon,telkomsel,mention,0,twitter,Telkomsel,negative
doggiyesz,telkomsel,mention,0,twitter,Telkomsel,negative
dohoofn,yinjoo,mention,0,twitter,Telkomsel,negative
dohunis,gyuvinfp,mention,0,twitter,Telkomsel,neutral
dohzysoo14,telkomsel,mention,0,twitter,Telkomsel,negative
doiehun,telkomsel,mention,0,twitter,Telkomsel,neutral
doilphines,unsoedmfs,mention,0,twitter,Telkomsel,neutral
doitscaredo,baummustholahul,mention,0,twitter,Telkomsel,negative
doitscaredo,tanyakanrl,mention,0,twitter,Telkomsel,negative
doitscaredo,telkomsel,mention,0,twitter,Telkomsel,negative
doitscaredo,yesirsptr,mention,0,twitter,Telkomsel,negative
