rank,username,followers,degree_centrality,in_degree,out_degree,is_brand
360,diiarisme,0,0.00014634431891353978,0,5,False
361,triono_eko,0,0.00014634431891353978,0,5,False
362,amie08mie,0,0.00014634431891353978,0,5,False
363,aghna_na,0,0.00014634431891353978,0,5,False
364,boykearie,0,0.00014634431891353978,0,5,False
365,hariskhaz,0,0.00014634431891353978,0,5,False
366,csd_project,0,0.00014634431891353978,0,5,False
367,baguseka7431713,0,0.00014634431891353978,0,5,False
368,wh0pshie,0,0.00014634431891353978,0,5,False
369,uyagnin,0,0.00014634431891353978,0,5,False
370,capungnagafly,0,0.00014634431891353978,0,5,False
371,djivaberseri,0,0.00014634431891353978,0,5,False
372,frd_alyus,0,0.00014634431891353978,0,5,False
373,idestanaga,0,0.00014634431891353978,0,5,False
374,sonny8603,0,0.00014634431891353978,0,5,False
375,ebithebeth13,0,0.00014634431891353978,0,5,False
376,oceanita18,0,0.00014634431891353978,0,5,False
377,cattycat123409,0,0.00014634431891353978,0,5,False
378,sserafinaaqt,0,0.00014634431891353978,0,5,False
379,jeronepulen,0,0.00014634431891353978,0,5,False
380,herozxx_,0,0.00014634431891353978,0,5,False
381,azelkanz,0,0.00014634431891353978,0,5,False
382,chairul_rosyad,0,0.00014634431891353978,0,5,False
383,cgrsaftrstrss,0,0.00014634431891353978,0,5,False
384,levikaua_,0,0.00014634431891353978,0,5,False
385,leoboy287,0,0.00014634431891353978,0,5,False
386,khxxis,0,0.00014634431891353978,0,5,False
387,zazarricar,0,0.00014634431891353978,0,5,False
388,tvonenews,1590465,0.00011707545513083183,2,2,False
389,donbeldona,552,0.00011707545513083183,0,4,False
390,@myrepublic_idn,0,0.00011707545513083183,4,0,False
391,@fadli8830,0,0.00011707545513083183,4,0,False
392,@gibran_tweet,0,0.00011707545513083183,4,0,False
393,@ombudsmanri137,0,0.00011707545513083183,4,0,False
394,@17titan,0,0.00011707545513083183,4,0,False
395,@ferindra,0,0.00011707545513083183,4,0,False
396,@benjamincesko,0,0.00011707545513083183,4,0,False
397,@di_cbn,0,0.00011707545513083183,4,0,False
398,@mrschan_park,0,0.00011707545513083183,4,0,False
399,@jaejuneee,0,0.00011707545513083183,4,0,False
400,@e100ss,0,0.00011707545513083183,4,0,False
401,@bedigasan_,0,0.00011707545513083183,4,0,False
402,@indonesiabw,0,0.00011707545513083183,4,0,False
403,@ensoleilley,0,0.00011707545513083183,4,0,False
404,@exeviow,0,0.00011707545513083183,4,0,False
405,@randomable_,0,0.00011707545513083183,4,0,False
406,@fuadikamal,0,0.00011707545513083183,4,0,False
407,@gulaigalau,0,0.00011707545513083183,4,0,False
408,@pixieshollowshe,0,0.00011707545513083183,4,0,False
409,@yaremiese_,0,0.00011707545513083183,4,0,False
410,@m00ncherry,0,0.00011707545513083183,4,0,False
411,@theyellowmallet,0,0.00011707545513083183,4,0,False
412,@colain02,0,0.00011707545513083183,4,0,False
413,@selfolssi,0,0.00011707545513083183,4,0,False
414,@indihome_web_id,0,0.00011707545513083183,4,0,False
415,@oxygenid,0,0.00011707545513083183,4,0,False
416,@sbyfess,0,0.00011707545513083183,4,0,False
417,@mafhirue,0,0.00011707545513083183,4,0,False
