source,target,relationship,followers,platform
savrkas,@indihomecare,mention,0,twitter
savrkas,@indihome,mention,0,twitter
fitrahansyah,@indihomecare,mention,0,twitter
dimas_lambe,@indihome,mention,0,twitter
sopyan96757,@indihomecare,mention,0,twitter
indihome,@pengabdicihuy,mention,0,twitter
sopyan96757,@indihome,mention,0,twitter
indihome,@hilooo_fa,mention,0,twitter
dfvnr_,@charaaini_,mention,0,twitter
apis_tg,@indihome,mention,0,twitter
indihome,@apis_tg,mention,0,twitter
dex0811,@indihomecare,mention,0,twitter
shybal11,@indihome,mention,0,twitter
indihome,@llunaaarr,mention,0,twitter
rianateofani,@indihome,mention,0,twitter
hilooo_fa,@indihome,mention,0,twitter
hilooo_fa,@indihomecare,mention,0,twitter
namikuiq,@indihome,mention,0,twitter
namikuiq,@indihomecare,mention,0,twitter
indihome,@olasiahaan,mention,0,twitter
arbiandigo,@indihome,mention,0,twitter
olasiahaan,@indihomecare,mention,0,twitter
swarvsta,@indihome,mention,0,twitter
indihome,@clovvher,mention,0,twitter
tellinlienopapa,@itsyummies,mention,0,twitter
tellinlienopapa,@gomdorichick,mention,0,twitter
x6l3d99z,@indihome,mention,0,twitter
nakita_taa,@indihome,mention,0,twitter
candysugaring_,@indihome,mention,0,twitter
dachiapp,@indihome,mention,0,twitter
indihome,@candysugaring_,mention,0,twitter
indihome,@nakita_taa,mention,0,twitter
clovvher,@indihome,mention,0,twitter
clovvher,@indihomecare,mention,0,twitter
dhaniheida,@telkomsel,mention,0,twitter
indihome,@nu666ro,mention,0,twitter
indihome,@flopefrans,mention,0,twitter
papanyalevin,@indihome,mention,0,twitter
indihome,@jjeoreojujaayo,mention,0,twitter
pengabdicihuy,@indihomecare,mention,0,twitter
zaqshal65233,@indihome,mention,0,twitter
ggulaliimaniezz,@txtfromroblox,mention,0,twitter
indihome,@nawaytoo,mention,0,twitter
mvanhoujten,@indihomecare,mention,0,twitter
telkomsel,@livingmaneguin,mention,0,twitter
rvhiiii,@indihome,mention,0,twitter
mvanhoujten,@telkomsel,mention,0,twitter
luvviec0rner,@aukseen,mention,0,twitter
luvviec0rner,@qiiqaa,mention,0,twitter
luvviec0rner,@meirahmadiani,mention,0,twitter
luvviec0rner,@indihomecare,mention,0,twitter
luvviec0rner,@pnggpg,mention,0,twitter
luvviec0rner,@lvyeev,mention,0,twitter
nawaytoo,@indihome,mention,0,twitter
apis_tg,@indihomecare,mention,0,twitter
indihome,@ernthusiast,mention,0,twitter
indihome,@xxxblueshii,mention,0,twitter
lavorit,@indihome,mention,0,twitter
indihome,@nightplvumes,mention,0,twitter
itsliathv,@indihome,mention,0,twitter
indihome,@imamfz__,mention,0,twitter
indihome,@ysitsmine,mention,0,twitter
lynethovise,@galaxymistyy,mention,0,twitter
lynethovise,@memansying,mention,0,twitter
lynethovise,@iamgebprek,mention,0,twitter
lynethovise,@kqiddy,mention,0,twitter
miripsamoyed,@indihome,mention,0,twitter
nu666ro,@indihomecare,mention,0,twitter
xianyu76,@indihomecare,mention,0,twitter
sikatwc__,@indihome,mention,0,twitter
txtdarimasraden,@sicupuh,mention,0,twitter
indihome,@for8var,mention,0,twitter
indihome,@luvviec0rner,mention,0,twitter
lavorit,@indihomecare,mention,0,twitter
cath0leeyy,@indihome,mention,0,twitter
lilicuseyo,@indihome,mention,0,twitter
choco_candy17,@indihome,mention,0,twitter
bayysatrio,@indihome,mention,0,twitter
watermelom_arkl,@indihome,mention,0,twitter
rianateofani,@indihomecare,mention,0,twitter
cheershby,@indihome,mention,0,twitter
riatiofanta,@indihome,mention,0,twitter
indihome,@slmyhyaa,mention,0,twitter
indihome,@sfarisqy,mention,0,twitter
aintitfun229,@indihome,mention,0,twitter
indihome,@veenoott,mention,0,twitter
aintitfun229,@indihomecare,mention,0,twitter
polarispulsa,@indihomecare,mention,0,twitter
alqaadri,@indihome,mention,0,twitter
indihome,@salimist_,mention,0,twitter
indihome,@okkoutsu,mention,0,twitter
indihome,@watermelom_arkl,mention,0,twitter
blogcious,@indihomecare,mention,0,twitter
indihome,@danarrafa,mention,0,twitter
rbatagor21,@indihome,mention,0,twitter
pizzakejuu,@indihome,mention,0,twitter
indihome,@acesagf,mention,0,twitter
okittnyrah,@indihome,mention,0,twitter
dasesu1,@indihomecare,mention,0,twitter
dasesu1,@indihome,mention,0,twitter
indihome,@baekyummy,mention,0,twitter
veenoott,@indihome,mention,0,twitter
swarvsta,@javan_eka,mention,0,twitter
indihome,@leonakasipit,mention,0,twitter
arenlatefore,@itsliathv,mention,0,twitter
imamfz__,@0714zb1,mention,0,twitter
nawaytoo,@indihomecare,mention,0,twitter
indihome,@minhyungchan,mention,0,twitter
minhyungchan,@indihome,mention,0,twitter
minhyungchan,@indihomecare,mention,0,twitter
lantaicembung,@indihome,mention,0,twitter
indihome,@niceyline,mention,0,twitter
indihome,@yoursunfl0w3r,mention,0,twitter
indihome,@ffznxx_,mention,0,twitter
yudharzki,@indihome,mention,0,twitter
bubaiiiss,@indihome,mention,0,twitter
xxxblueshii,@indihome,mention,0,twitter
ysitsmine,@muarifahdyah,mention,0,twitter
indihome,@rapezseed,mention,0,twitter
indihome,@ciyble,mention,0,twitter
telkomsel,@utek_urang,mention,0,twitter
bubaiiiss,@puspitatrw,mention,0,twitter
indihome,@puspitatrw,mention,0,twitter
indihome,@clariskrrtt,mention,0,twitter
chococoffex,@sanfordwaterrrr,mention,0,twitter
chococoffex,@indihome,mention,0,twitter
antoniusawe,@indihomecare,mention,0,twitter
indihome,@agnesriani,mention,0,twitter
ciyble,@indihome,mention,0,twitter
ciyble,@indihomecare,mention,0,twitter
baobao13___,@indihomecare,mention,0,twitter
indihome,@bayudyriztra,mention,0,twitter
masojan_,@indihomecare,mention,0,twitter
bayudyriztra,@indihome,mention,0,twitter
liiluuuw,@indihome,mention,0,twitter
jmxol,@indihomecare,mention,0,twitter
proqblem,@indihome,mention,0,twitter
indihome,@dewisukosa,mention,0,twitter
indihome,@todayis_sha,mention,0,twitter
indihome,@imampradana,mention,0,twitter
imampradana,@indihome,mention,0,twitter
salimist_,@indihome,mention,0,twitter
knaanst,@indihome,mention,0,twitter
indihome,@herrysis,mention,0,twitter
yudibasudagar,@indihome,mention,0,twitter
telkomsel,@emellynin,mention,0,twitter
herrysis,@indihomecare,mention,0,twitter
friendwithgreed,@indihome,mention,0,twitter
indihome,@junistighfar,mention,0,twitter
indihome,@lavieenroze_,mention,0,twitter
indihome,@sasarrrng,mention,0,twitter
indihome,@pizzakejuu,mention,0,twitter
indihome,@renojati_,mention,0,twitter
moriisca,@indihome,mention,0,twitter
indihome,@jinjjahr,mention,0,twitter
s0urcanie,@indihomecare,mention,0,twitter
indihome,@rizoonaa,mention,0,twitter
offnroad,@cortisjamets,mention,0,twitter
offnroad,@1,mention,0,twitter
chryssanova,@indihome,mention,0,twitter
thelifeofairaa,@indihome,mention,0,twitter
thelifeofairaa,@indihomecare,mention,0,twitter
indihome,@superwoffle,mention,0,twitter
indihome,@guiltyashim,mention,0,twitter
indihome,@ffaairytale,mention,0,twitter
indihome,@ceelhow,mention,0,twitter
indihome,@cinnam0nac,mention,0,twitter
ekikuk,@indihome,mention,0,twitter
anaknyajesus,@indihome,mention,0,twitter
anaknyajesus,@merapi_uncover,mention,0,twitter
sasarrrng,@indihome,mention,0,twitter
yeremia_gurning,@indihome,mention,0,twitter
h0mipet,@indihome,mention,0,twitter
geraldofelix_,@indihome,mention,0,twitter
lavieenroze_,@indihomecare,mention,0,twitter
myazoners,@panggilaje_,mention,0,twitter
myazoners,@indihome,mention,0,twitter
nyctovphilia,@indihome,mention,0,twitter
blueebvrrie,@sryhkl_,mention,0,twitter
blueebvrrie,@indihome,mention,0,twitter
tzaidaan,@indihome,mention,0,twitter
putradiff4,@indihome,mention,0,twitter
putradiff4,@femalemagneto,mention,0,twitter
hampirbeken,@indihome,mention,0,twitter
eartutu_,@indihome,mention,0,twitter
sasarrrng,@indihomecare,mention,0,twitter
femalemagneto,@indihome,mention,0,twitter
marilahkemary,@indihome,mention,0,twitter
sryhkl_,@indihome,mention,0,twitter
esoyen_bandung,@indihome,mention,0,twitter
esoyen_bandung,@aukseen,mention,0,twitter
baihaaqii567,@sryhkl_,mention,0,twitter
baihaaqii567,@indihome,mention,0,twitter
sryhkl_,@baihaaqii567,mention,0,twitter
sryhkl_,@paleojavncs,mention,0,twitter
sryhkl_,@hypeonsol,mention,0,twitter
kzryx,@geraldofelix_,mention,0,twitter
hizkiyeahhh,@indihome,mention,0,twitter
paleojavncs,@sryhkl_,mention,0,twitter
paleojavncs,@indihome,mention,0,twitter
farahinnonii,@chikampok,mention,0,twitter
farahinnonii,@indihome,mention,0,twitter
farahinnonii,@indihomecare,mention,0,twitter
onaldchristoper,@indihome,mention,0,twitter
baekyummy,@indihome,mention,0,twitter
hypeonsol,@sryhkl_,mention,0,twitter
indihome,@nisatrice,mention,0,twitter
nurulyrakha,@indihome,mention,0,twitter
nurulyrakha,@dkkyeomy,mention,0,twitter
cheverlynnn,@indihome,mention,0,twitter
emellynin,@indihomecare,mention,0,twitter
indihome,@psych0ogirl,mention,0,twitter
panxyzzz,@dkkyeomy,mention,0,twitter
panxyzzz,@indihome,mention,0,twitter
massyihaab,@indihome,mention,0,twitter
heavcnsh,@indihome,mention,0,twitter
nurulyrakha,@adtyaathriqq,mention,0,twitter
adtyaathriqq,@indihome,mention,0,twitter
dkkyeomy,@indihome,mention,0,twitter
avqtzy,@indihomecare,mention,0,twitter
nwuzeeme,@indihome,mention,0,twitter
zakkiyatul10,@dkkyeomy,mention,0,twitter
nisatrice,@indihomecare,mention,0,twitter
nisatrice,@indihome,mention,0,twitter
lampuapill,@indihome,mention,0,twitter
psych0ogirl,@indihomecare,mention,0,twitter
panxyzzz,@yntktsjjj,mention,0,twitter
chikampok,@indihome,mention,0,twitter
chikampok,@indihomecare,mention,0,twitter
indihome,@hizkiyeahhh,mention,0,twitter
indihome,@yntktsjjj,mention,0,twitter
hizkiyeahhh,@indihomecare,mention,0,twitter
ussagiie,@indihome,mention,0,twitter
indihome,@paemaul,mention,0,twitter
awan0seti,@indihome,mention,0,twitter
hypeonsol,@panxyzzz,mention,0,twitter
nuettaa,@indihome,mention,0,twitter
paemaul,@indihomecare,mention,0,twitter
indihome,@nwuzeeme,mention,0,twitter
ferrysyahbana_,@indihome,mention,0,twitter
meliasiih,@indihome,mention,0,twitter
meliasiih,@jvsmangga,mention,0,twitter
indihome,@jvsmangga,mention,0,twitter
indihome,@hypeonsol,mention,0,twitter
chihanakireii,@indihome,mention,0,twitter
indihome,@nienalaniena,mention,0,twitter
indihome,@urmywonpil,mention,0,twitter
yaudamah,@indihome,mention,0,twitter
indihome,@kaedchara,mention,0,twitter
delpin00,@columbjna,mention,0,twitter
jungmobatak,@indihome,mention,0,twitter
indihome,@kegisaki,mention,0,twitter
lvyeev,@chmahasi,mention,0,twitter
indihome,@sakti_alfattaah,mention,0,twitter
chmahasi,@lvyeev,mention,0,twitter
chmahasi,@indihome,mention,0,twitter
onetsyeu,@indihome,mention,0,twitter
zvoulan,@dipsilovebot,mention,0,twitter
urmywonpil,@indihome,mention,0,twitter
indihome,@amiayyam,mention,0,twitter
sakti_alfattaah,@indihomecare,mention,0,twitter
telkomsel,@acceswasdenied,mention,0,twitter
sakti_alfattaah,@indihome,mention,0,twitter
acceswasdenied,@indihome,mention,0,twitter
acceswasdenied,@telkomsel,mention,0,twitter
acceswasdenied,@indihomecare,mention,0,twitter
najisgwamalu,@indihome,mention,0,twitter
najisgwamalu,@telkomsel,mention,0,twitter
najisgwamalu,@indihomecare,mention,0,twitter
indihome,@radhitarega,mention,0,twitter
indihome,@bucinyaasahi,mention,0,twitter
chenayang__,@indihome,mention,0,twitter
ccuyoung,@selfolssi,mention,0,twitter
ccuyoung,@minkyu,mention,0,twitter
doiehun,@indihome,mention,0,twitter
oxygenidhome,@teknofiliaid,mention,0,twitter
oxygenidhome,@ekawicaksana,mention,0,twitter
oxygenidhome,@indihomecare,mention,0,twitter
indihome,@otgura,mention,0,twitter
ack3rmnn,@josegarcia123_,mention,0,twitter
ack3rmnn,@telkomsel,mention,0,twitter
ack3rmnn,@indihomecare,mention,0,twitter
ack3rmnn,@indihome,mention,0,twitter
indihome,@meeapo,mention,0,twitter
ggulaliimaniezz,@indihome,mention,0,twitter
indihome,@rajaoktafiian,mention,0,twitter
indihome,@kintandee,mention,0,twitter
asherrr505,@indihome,mention,0,twitter
rajaoktafiian,@indihome,mention,0,twitter
indihome,@squiwnt,mention,0,twitter
indihome,@delpin00,mention,0,twitter
telkomsel,@ack3rmnn,mention,0,twitter
ack3rmnn,@vaacrisly,mention,0,twitter
indihome,@jungvelyyyyyyy,mention,0,twitter
muhardi_se,@indihome,mention,0,twitter
kiyotakaaa06,@indihome,mention,0,twitter
indihome,@ppnarawia,mention,0,twitter
teknofiliaid,@ekawicaksana,mention,0,twitter
teknofiliaid,@indihomecare,mention,0,twitter
teknofiliaid,@oxygenidhome,mention,0,twitter
alyourclown,@indihome,mention,0,twitter
indihome,@dannydizy,mention,0,twitter
indihome,@kaedeharau,mention,0,twitter
telkomsel,@sawaludinrisky,mention,0,twitter
indihome,@hysemwah_,mention,0,twitter
telkomsel,@kintandee,mention,0,twitter
indihome,@anonsembiring,mention,0,twitter
apocalyps666,@indihome,mention,0,twitter
indihome,@wemixitup,mention,0,twitter
vaacrisly,@ack3rmnn,mention,0,twitter
vaacrisly,@telkomsel,mention,0,twitter
vaacrisly,@indihomecare,mention,0,twitter
vaacrisly,@indihome,mention,0,twitter
doffy5146982225,@indihome,mention,0,twitter
fanantaprima,@indihomecare,mention,0,twitter
inidindayaa,@indihome,mention,0,twitter
bucinyaasahi,@indihomecare,mention,0,twitter
bucinyaasahi,@indihome,mention,0,twitter
sempaktungau,@indihome,mention,0,twitter
doffy5146982225,@indihomecare,mention,0,twitter
ffznxx_,@indihomecare,mention,0,twitter
ffznxx_,@indihome,mention,0,twitter
ffznxx_,@telkomjabar,mention,0,twitter
vekspa,@napaqtilas,mention,0,twitter
vekspa,@feitln,mention,0,twitter
jixaiurs,@indihome,mention,0,twitter
telkomsel,@asrilaktosa,mention,0,twitter
jokamingo,@indihome,mention,0,twitter
jjeoreojujaayo,@indihomecare,mention,0,twitter
jjeoreojujaayo,@indihome,mention,0,twitter
jjeoreojujaayo,@indihomejtd,mention,0,twitter
asrilaktosa,@indihomecare,mention,0,twitter
dannydizy,@indihomecare,mention,0,twitter
lohtunxyoon,@indihome,mention,0,twitter
pakarkejiwaan,@andri_5151,mention,0,twitter
pakarkejiwaan,@merapi_uncover,mention,0,twitter
ghaneshrm,@telkomindonesia,mention,0,twitter
amiayyam,@indihomecare,mention,0,twitter
amiayyam,@indihome,mention,0,twitter
hysemwah_,@indihomecare,mention,0,twitter
niceyline,@indihomecare,mention,0,twitter
niceyline,@indihome,mention,0,twitter
nyxniceyline,@indihomecare,mention,0,twitter
nyxniceyline,@indihome,mention,0,twitter
yoursunfl0w3r,@indihome,mention,0,twitter
fukuyasachi,@indihome,mention,0,twitter
irfanhibatulla8,@indihome,mention,0,twitter
byunbyuuu,@indihome,mention,0,twitter
wemixitup,@indihomecare,mention,0,twitter
shamoyeds,@indihome,mention,0,twitter
indihome,@misty_storee,mention,0,twitter
sir_pcmx,@indihome,mention,0,twitter
fraperrymatcha,@arifbp_,mention,0,twitter
naufalmfikry,@indihome,mention,0,twitter
kitscheyi,@indihome,mention,0,twitter
mochmasykur12,@indihome,mention,0,twitter
mochmasykur12,@merapi_uncover,mention,0,twitter
indihome,@zuzuhroh,mention,0,twitter
nofafifu_,@indihome,mention,0,twitter
indihome,@byunbyuuu,mention,0,twitter
byunbyuuu,@indihomecare,mention,0,twitter
yournamevanilla,@indihome,mention,0,twitter
wonuipa2,@indihome,mention,0,twitter
indihome,@sintapu3,mention,0,twitter
indihome,@alvvaayss,mention,0,twitter
indihome,@diablotmpst11,mention,0,twitter
cimoldkys,@indihome,mention,0,twitter
mansova,@merapi_uncover,mention,0,twitter
etheroses,@indihome,mention,0,twitter
indihome,@icecreamboba_,mention,0,twitter
xiaowuyis,@indihome,mention,0,twitter
lrp914,@indihomecare,mention,0,twitter
aciliaaa,@indihome,mention,0,twitter
acesagf,@indihome,mention,0,twitter
martinpocin,@melodryss,mention,0,twitter
indihome,@bkultahutek,mention,0,twitter
hayangramen,@indihome,mention,0,twitter
tewebe209,@indihome,mention,0,twitter
indihome,@enyakenyak23,mention,0,twitter
zhuubajie,@indihome,mention,0,twitter
indihome,@taeannorav,mention,0,twitter
hcf0616,@indihome,mention,0,twitter
dahlahnjirr,@slmyhyaa,mention,0,twitter
dahlahnjirr,@indihome,mention,0,twitter
grok,@dejitang,mention,0,twitter
grok,@yahahakentang,mention,0,twitter
flopefrans,@indihomecare,mention,0,twitter
flopefrans,@indihome,mention,0,twitter
flopefrans,@telkomjabar,mention,0,twitter
indihome,@mayeuvy,mention,0,twitter
maxcidents,@indihome,mention,0,twitter
taeannorav,@indihomecare,mention,0,twitter
wandisyahid,@ekawicaksana,mention,0,twitter
wandisyahid,@indihomecare,mention,0,twitter
wandisyahid,@oxygenidhome,mention,0,twitter
wandisyahid,@hificare,mention,0,twitter
sun3mbelings,@merapi_uncover,mention,0,twitter
telkomsel,@asepbadrun74,mention,0,twitter
asepbadrun74,@telkomsel,mention,0,twitter
asepbadrun74,@indihome,mention,0,twitter
indihome,@ap0caiypsee,mention,0,twitter
telkomsel,@endratnotono,mention,0,twitter
indihome,@zednaimam,mention,0,twitter
endratnotono,@telkomsel,mention,0,twitter
indihome,@amethystdiary_,mention,0,twitter
indihome,@wisvviswis,mention,0,twitter
indihome,@nikkkuhut,mention,0,twitter
indihome,@lilbakpau,mention,0,twitter
nofafifu_,@merapi_uncover,mention,0,twitter
am_ihmn,@merapi_uncover,mention,0,twitter
nuguninugu,@indihome,mention,0,twitter
acesagf,@baeverace,mention,0,twitter
dimas_lambe,@indihomecare,mention,0,twitter
musocube,@indihome,mention,0,twitter
cimocvi,@indihome,mention,0,twitter
enyakenyak23,@merapi_uncover,mention,0,twitter
indihome,@lovecannnyyy,mention,0,twitter
lilbakpau,@indihome,mention,0,twitter
pak_erte92,@wisvviswis,mention,0,twitter
wisvviswis,@ekawicaksana,mention,0,twitter
wisvviswis,@indihomecare,mention,0,twitter
wisvviswis,@oxygenidhome,mention,0,twitter
indihome,@rahmatulfittriy,mention,0,twitter
ekawicaksana,@wisvviswis,mention,0,twitter
ekawicaksana,@indihomecare,mention,0,twitter
ekawicaksana,@oxygenidhome,mention,0,twitter
indihome,@efendimuhasan,mention,0,twitter
indihome,@nehemiaboanerg1,mention,0,twitter
indihome,@aalaganeur,mention,0,twitter
hafiszh,@indihomecare,mention,0,twitter
berto627,@sanfordwaterrrr,mention,0,twitter
berto627,@indihome,mention,0,twitter
bayudyriztra,@indihomecare,mention,0,twitter
indihome,@safeplacelala,mention,0,twitter
debrinasheila,@indihome,mention,0,twitter
indihome,@ziyukeai,mention,0,twitter
indihome,@pandamilktea23,mention,0,twitter
indihome,@kunaown,mention,0,twitter
itsallavocados,@indihome,mention,0,twitter
telkomsel,@dinaputaja,mention,0,twitter
dinaputaja,@telkomsel,mention,0,twitter
indihome,@earthtonica_,mention,0,twitter
telkomsel,@kumiskucing2000,mention,0,twitter
xiaosuha,@indihome,mention,0,twitter
indihome,@xiaosuha,mention,0,twitter
mayeuvy,@indihome,mention,0,twitter
indihome,@bleuflakes,mention,0,twitter
indihome,@chocopiemcdnih,mention,0,twitter
zednaimam,@indihome,mention,0,twitter
kaanvas,@indihome,mention,0,twitter
indihome,@dodydr_,mention,0,twitter
wonwuu911,@indihome,mention,0,twitter
wonwuu911,@indihomecare,mention,0,twitter
noonanya_uwon14,@indihome,mention,0,twitter
indihome,@alisa_twt,mention,0,twitter
filter_cab_a,@kucengterbanggg,mention,0,twitter
xiaosuha,@indihomecare,mention,0,twitter
chocopiemcdnih,@indihomecare,mention,0,twitter
indihome,@yeroxzv,mention,0,twitter
indihome,@noonanya_uwon14,mention,0,twitter
dodydr_,@indihome,mention,0,twitter
dodydr_,@indihomecare,mention,0,twitter
wisnuyare,@ekawicaksana,mention,0,twitter
wisnuyare,@indihomecare,mention,0,twitter
wisnuyare,@oxygenidhome,mention,0,twitter
wisnuyare,@firstmediacares,mention,0,twitter
pak_erte92,@wisnuyare,mention,0,twitter
indihome,@fushitojie,mention,0,twitter
indihome,@aziyansyah,mention,0,twitter
indihome,@dansngantuk,mention,0,twitter
keteknyasylus_,@fynxqy617,mention,0,twitter
blackddaisy,@indihome,mention,0,twitter
indihome,@ekawicaksana,mention,0,twitter
chemistrails,@indihome,mention,0,twitter
fushitojie,@indihome,mention,0,twitter
indihome,@jahnulee,mention,0,twitter
ruhsinrkm,@telkomsel,mention,0,twitter
indihome,@_ann1k4_,mention,0,twitter
alisa_twt,@indihome,mention,0,twitter
yeroxzv,@indihomecare,mention,0,twitter
nindianinditaaa,@indihome,mention,0,twitter
_ann1k4_,@madanitweetguys,mention,0,twitter
meowieppu,@indihome,mention,0,twitter
nikkkuhut,@indihome,mention,0,twitter
michiiihehe,@indihome,mention,0,twitter
imzahrah,@indihome,mention,0,twitter
pandamilktea23,@indihome,mention,0,twitter
indihome,@noviandher,mention,0,twitter
gcntynnn,@bilal31246770,mention,0,twitter
gcntynnn,@indihome,mention,0,twitter
gcntynnn,@indihomecare,mention,0,twitter
rahmatulfittriy,@indihomecare,mention,0,twitter
rahmatulfittriy,@indihome,mention,0,twitter
rahmatulfittriy,@indihomebatam,mention,0,twitter
indihome,@donafsastra,mention,0,twitter
earthtonica_,@indihome,mention,0,twitter
i4u_uofly,@indihome,mention,0,twitter
yittle,@indihome,mention,0,twitter
indihome,@ggulaliimaniezz,mention,0,twitter
najwafathiaazz1,@suyono_novi,mention,0,twitter
najwafathiaazz1,@indihome,mention,0,twitter
rikoanggaraa78,@indihome,mention,0,twitter
indihome,@moriisca,mention,0,twitter
759sf,@indihome,mention,0,twitter
ashthe8ic,@indihome,mention,0,twitter
sanfordwaterrrr,@indihome,mention,0,twitter
indihome,@vampireholliein,mention,0,twitter
bgdede_,@nonachubbss,mention,0,twitter
bgdede_,@indihomecare,mention,0,twitter
bgdede_,@indihome,mention,0,twitter
kimchiisz,@indihome,mention,0,twitter
suyono_novi,@indihome,mention,0,twitter
indihome,@seedikit,mention,0,twitter
adi_virgia3857,@indihome,mention,0,twitter
illaarnj_,@indihome,mention,0,twitter
kimchiisz,@indihomecare,mention,0,twitter
lumierrance,@indihome,mention,0,twitter
lumierrance,@indihomecare,mention,0,twitter
hel0sunset,@indihome,mention,0,twitter
isteribiram,@indihome,mention,0,twitter
indihome,@98oo479,mention,0,twitter
indihome,@mgmgchimkin,mention,0,twitter
nimbuzmkv,@indihome,mention,0,twitter
noviandher,@indihomecare,mention,0,twitter
annamymm,@indihome,mention,0,twitter
indihome,@nimbuzmkv,mention,0,twitter
indihome,@febkun,mention,0,twitter
faizatulazizah,@indihome,mention,0,twitter
donafsastra,@indihomecare,mention,0,twitter
nimbuzmkv,@bbydjancok_,mention,0,twitter
indihome,@citasacita,mention,0,twitter
febkun,@indihome,mention,0,twitter
indihome,@ekaputcom,mention,0,twitter
indihome,@awscloud,mention,0,twitter
febkun,@citasacita,mention,0,twitter
indihome,@illaarnj_,mention,0,twitter
ekaputcom,@indihome,mention,0,twitter
ekaputcom,@awscloud,mention,0,twitter
upsideddowned,@indihomecare,mention,0,twitter
akhmadramadan3,@indihome,mention,0,twitter
indihome,@itsbenzkru,mention,0,twitter
indihome,@piciipiu,mention,0,twitter
teacsing,@indihome,mention,0,twitter
citasacita,@indihome,mention,0,twitter
telkomsel,@myxl,mention,0,twitter
royalife,@indihomecare,mention,0,twitter
indihome,@mchalatte64,mention,0,twitter
waktusenja4,@indihome,mention,0,twitter
ryantcsc,@indihomecare,mention,0,twitter
mayellow_wj,@indihomecare,mention,0,twitter
mayellow_wj,@indihome,mention,0,twitter
nadya18fl,@indihome,mention,0,twitter
telkomsel,@ravika_heddy,mention,0,twitter
ravika_heddy,@telkomsel,mention,0,twitter
mamimoooo_,@indihome,mention,0,twitter
mithmic,@rolexxkushh,mention,0,twitter
mithmic,@indihome,mention,0,twitter
slmyhyaa,@amiiiii32571297,mention,0,twitter
slmyhyaa,@indihome,mention,0,twitter
indihome,@mithmic,mention,0,twitter
eclairelatte,@indihome,mention,0,twitter
indihome,@urfalody,mention,0,twitter
indihome,@aquiverry,mention,0,twitter
indihome,@nengdwicahya,mention,0,twitter
igayunda_,@indihome,mention,0,twitter
igayunda_,@indihomecare,mention,0,twitter
mchalatte64,@indihomecare,mention,0,twitter
mooneaterrrr,@indihome,mention,0,twitter
urfalody,@indihomecare,mention,0,twitter
urfalody,@indihome,mention,0,twitter
my12clvr,@indihome,mention,0,twitter
indihome,@bdwibonchan,mention,0,twitter
jefrykhou,@indihomecare,mention,0,twitter
karyadiii_,@kucengterbanggg,mention,0,twitter
indihome,@kalog4but,mention,0,twitter
nibra_nibrah,@indihome,mention,0,twitter
nibra_nibrah,@felixsgl1,mention,0,twitter
matchaijoflag,@indihome,mention,0,twitter
bdwibonchan,@sbyfess,mention,0,twitter
leemarkfr,@indihome,mention,0,twitter
akunserbaser,@indihome,mention,0,twitter
widskuy,@indihomecare,mention,0,twitter
indihome,@felixsgl1,mention,0,twitter
fidelistiot,@indihome,mention,0,twitter
wbudi75,@telkomsel,mention,0,twitter
wbudi75,@indibiz_id,mention,0,twitter
wbudi75,@indihomecare,mention,0,twitter
lovealvin,@indihome,mention,0,twitter
jemanmilo,@indihomecare,mention,0,twitter
abdanmhmmd06,@indihomecare,mention,0,twitter
kalog4but,@garpunyamnyam,mention,0,twitter
kalog4but,@felixsgl1,mention,0,twitter
ykbsyu,@indihome,mention,0,twitter
indihome,@strawbekith,mention,0,twitter
indihome,@rrancu,mention,0,twitter
farhanadl,@bahtiaryusucup,mention,0,twitter
horangie17,@indihome,mention,0,twitter
telkomsel,@fortbll,mention,0,twitter
indihome,@akunserbaser,mention,0,twitter
indihome,@sndyanugrah,mention,0,twitter
candrarochyat,@indihome,mention,0,twitter
felixsgl1,@garpunyamnyam,mention,0,twitter
strawbekith,@arriettyshr,mention,0,twitter
strawbekith,@indihomecare,mention,0,twitter
tehtawarpakaies,@anjarworld,mention,0,twitter
tehtawarpakaies,@myxl,mention,0,twitter
tehtawarpakaies,@indihomecare,mention,0,twitter
tehtawarpakaies,@telkomsel,mention,0,twitter
rrancu,@indihome,mention,0,twitter
rrancu,@indihomecare,mention,0,twitter
suyono_novi,@josegarcia123_,mention,0,twitter
salmoncizroll,@indihomecare,mention,0,twitter
abang__abangan,@indihome,mention,0,twitter
indihome,@yes_kinahere,mention,0,twitter
danarrafa,@indihome,mention,0,twitter
anggiedl,@indihome,mention,0,twitter
bearunak,@indihome,mention,0,twitter
yes_kinahere,@indihome,mention,0,twitter
indihome,@sera_tatsumi,mention,0,twitter
prittialice,@indihome,mention,0,twitter
charaaini_,@indihomecare,mention,0,twitter
nnurraakyn,@indihomecare,mention,0,twitter
niagra6616,@indihome,mention,0,twitter
fi3165354,@i,mention,0,twitter
enciyoung,@indihome,mention,0,twitter
indihome,@nanadongdoong,mention,0,twitter
indihome,@rufiariesta,mention,0,twitter
llvndry,@indihome,mention,0,twitter
llvndry,@watermelom_arkl,mention,0,twitter
indihome,@yunjinfrlss,mention,0,twitter
praditakim,@indihome,mention,0,twitter
renita_renren,@indihome,mention,0,twitter
derliopo,@indihomecare,mention,0,twitter
derliopo,@indihome,mention,0,twitter
rufiariesta,@indihomecare,mention,0,twitter
rufiariesta,@indihome,mention,0,twitter
prittialice,@indihomecare,mention,0,twitter
