source,target,relationship,followers,platform
hendihogiaogi,@telkomindonesia,mention,0,twitter
indihome,@sacriafice,mention,0,twitter
yourguardianl,@indihome,mention,0,twitter
lelemulawarman,@indihome,mention,0,twitter
awinnihkak,@indihome,mention,0,twitter
cramelmachiatto,@indihome,mention,0,twitter
sacriafice,@indihome,mention,0,twitter
streamingdino,@indihome,mention,0,twitter
prasetyobanu777,@indihomejtd,mention,0,twitter
telkomsel,@hendihogiaogi,mention,0,twitter
luqipamungkas,@indihome,mention,0,twitter
gemasubuh,@indihome,mention,0,twitter
indihome,@bambibamiii,mention,0,twitter
rdhiko,@indihome,mention,0,twitter
guramebakarmadu,@indihome,mention,0,twitter
bambibamiii,@indihomecare,mention,0,twitter
thoufou_,@indihomecare,mention,0,twitter
indihome,@yholandaka,mention,0,twitter
luqipamungkas,@georgehendryted,mention,0,twitter
luqipamungkas,@indihomecare,mention,0,twitter
yholandaka,@indihomecare,mention,0,twitter
xcswis,@indihome,mention,0,twitter
syongnenmaniac,@indihome,mention,0,twitter
ali3nx,@indihomecare,mention,0,twitter
woninmist,@indihomecare,mention,0,twitter
sementanparoda,@indihome,mention,0,twitter
indihome,@rdhiko,mention,0,twitter
indihome,@sementanparoda,mention,0,twitter
indihome,@syongnenmaniac,mention,0,twitter
sementanparoda,@indihomecare,mention,0,twitter
indihome,@prasrajin,mention,0,twitter
hetdhea,@indihome,mention,0,twitter
grok,@seishironaagi,mention,0,twitter
indihome,@saksimasa,mention,0,twitter
issadorabel,@indihome,mention,0,twitter
prasrajin,@i_m_mortal_,mention,0,twitter
grok,@agasandra,mention,0,twitter
indihome,@kucinginme,mention,0,twitter
shndis1,@indihome,mention,0,twitter
kucinginme,@kissfrombb,mention,0,twitter
jennifitriani99,@indihome,mention,0,twitter
autumnswrites,@indihome,mention,0,twitter
jonathanct77,@indihome,mention,0,twitter
teroret123,@indihome,mention,0,twitter
indihome,@shndis1,mention,0,twitter
indihome,@issadorabel,mention,0,twitter
akhiro1710,@indihome,mention,0,twitter
grok,@staffnyabts,mention,0,twitter
indihome,@kimin9svt,mention,0,twitter
issadorabel,@indihomecare,mention,0,twitter
indihome,@matchaboooyyyy,mention,0,twitter
nvrmindjsthppy,@indihome,mention,0,twitter
ctupcakes,@indihome,mention,0,twitter
telkomsel,@sweetnsurya,mention,0,twitter
matchaboooyyyy,@indihomecare,mention,0,twitter
indihome,@hasbyanalis,mention,0,twitter
indihome,@allboutsuga,mention,0,twitter
ketut33430,@indihome,mention,0,twitter
nanabeella,@telkomsel,mention,0,twitter
nanabeella,@indihome,mention,0,twitter
nanabeella,@indihomecare,mention,0,twitter
telkomsel,@nanabeella,mention,0,twitter
amanahdwir,@indihome,mention,0,twitter
tgumpah,@indihome,mention,0,twitter
gryvlindor,@indihome,mention,0,twitter
istiasti,@indihomecare,mention,0,twitter
grok,@thisalura_,mention,0,twitter
olympus1316157,@indihome,mention,0,twitter
ifkekhfbf,@indihome,mention,0,twitter
indihome,@1_11v1f4,mention,0,twitter
indihome,@opalaite,mention,0,twitter
vlasva,@indihome,mention,0,twitter
apin_ygy14698,@indihome,mention,0,twitter
indihome,@balelbabeni,mention,0,twitter
kimin9svt,@indihomecare,mention,0,twitter
indihome,@frontgent,mention,0,twitter
diasrina,@indihome,mention,0,twitter
bnsgxxyy,@indihome,mention,0,twitter
indihome,@sukasukaela,mention,0,twitter
sobatminhyun,@indihome,mention,0,twitter
indihome,@alfiauke_,mention,0,twitter
midtrains,@indihome,mention,0,twitter
sangkakaly,@arsipaja,mention,0,twitter
meinquerencia,@indihome,mention,0,twitter
sesamscat,@indihome,mention,0,twitter
indihome,@sleepywispy_,mention,0,twitter
indihome,@hendrikud1n,mention,0,twitter
sukasukaela,@indihome,mention,0,twitter
indihome,@danangtjo,mention,0,twitter
indihome,@demonicblackcat,mention,0,twitter
grok,@rurugirlf,mention,0,twitter
veeycy,@indihome,mention,0,twitter
demonicblackcat,@indihome,mention,0,twitter
demonicblackcat,@indihomecare,mention,0,twitter
its_farizqiyati,@indihome,mention,0,twitter
telkomsel,@avecam0ur,mention,0,twitter
avecam0ur,@telkomsel,mention,0,twitter
avecam0ur,@indihome,mention,0,twitter
pystarchio,@indihome,mention,0,twitter
indihome,@skyblue0sky,mention,0,twitter
indihome,@ccaskvnll,mention,0,twitter
indihome,@fauzanam_186,mention,0,twitter
telkomsel,@yourbabyyy2837,mention,0,twitter
yourbabyyy2837,@telkomsel,mention,0,twitter
yourbabyyy2837,@indihome,mention,0,twitter
indihome,@iqbaallllll18,mention,0,twitter
indihome,@smellyxavier,mention,0,twitter
mourtiarty,@aluoonica,mention,0,twitter
telkomsel,@yantination,mention,0,twitter
telkomsel,@purrraai,mention,0,twitter
yantination,@purrraai,mention,0,twitter
yantination,@telkomsel,mention,0,twitter
iqbaallllll18,@indihome,mention,0,twitter
iqbaallllll18,@indihomecare,mention,0,twitter
__gadihminang,@hificare,mention,0,twitter
__gadihminang,@1_11v1f4,mention,0,twitter
hificare,@1_11v1f4,mention,0,twitter
hificare,@__gadihminang,mention,0,twitter
fleuriehill,@indihome,mention,0,twitter
minumanbobbaa,@indihome,mention,0,twitter
indihome,@erhasyijier,mention,0,twitter
tevtarik,@indihome,mention,0,twitter
indihome,@chipmunkiezz,mention,0,twitter
i_yfa,@indihome,mention,0,twitter
smellyxavier,@indihome,mention,0,twitter
shitaul,@indihome,mention,0,twitter
smellyxavier,@indihomecare,mention,0,twitter
classyppygurl,@indihome,mention,0,twitter
1_11v1f4,@indihome,mention,0,twitter
indihome,@mourtiarty,mention,0,twitter
grok,@greeciest,mention,0,twitter
grok,@tarsioidea,mention,0,twitter
grok,@birtzu,mention,0,twitter
sangaksara,@sonatasenja,mention,0,twitter
syampenuh,@kabupatenbekasi,mention,0,twitter
syampenuh,@telkomakses_,mention,0,twitter
syampenuh,@indihome,mention,0,twitter
telkomsel,@ilikesleepfr,mention,0,twitter
lusia_romadhona,@telkomsel,mention,0,twitter
lusia_romadhona,@purrraai,mention,0,twitter
1_11v1f4,@__gadihminang,mention,0,twitter
1_11v1f4,@hificare,mention,0,twitter
telkomsel,@lusia_romadhona,mention,0,twitter
leesangwcn,@indihome,mention,0,twitter
mauwin500cox,@indihome,mention,0,twitter
moon_dadda,@indihomecare,mention,0,twitter
moon_dadda,@indihome,mention,0,twitter
telkomsel,@kurniaeffe27130,mention,0,twitter
purrraai,@telkomsel,mention,0,twitter
saputriami98,@red_plum86,mention,0,twitter
stcarlightz,@strowberriy,mention,0,twitter
stcarlightz,@indihome,mention,0,twitter
mourtiarty,@blushcheri,mention,0,twitter
dhikaveinzer,@indihome,mention,0,twitter
syampenuh,@pemdakabbekasi,mention,0,twitter
syampenuh,@bupatibekasi,mention,0,twitter
syampenuh,@telkomakses_id,mention,0,twitter
syampenuh,@indihomecare,mention,0,twitter
syampenuh,@telkomindonesia,mention,0,twitter
hoeizys,@indihome,mention,0,twitter
telkomsel,@1_11v1f4,mention,0,twitter
akbarhazuran,@indihomecare,mention,0,twitter
1_11v1f4,@telkomsel,mention,0,twitter
sweetnsurya,@telkomsel,mention,0,twitter
chyobudii,@indihome,mention,0,twitter
strowberriy,@indihome,mention,0,twitter
strowberriy,@stcarlightz,mention,0,twitter
afnilia_,@indihome,mention,0,twitter
hendrikud1n,@indihome,mention,0,twitter
indihome,@zaahrasals,mention,0,twitter
ndahtarry,@indihomecare,mention,0,twitter
indihome,@inicecilll,mention,0,twitter
rhevantine,@indihome,mention,0,twitter
shineuriday,@indihome,mention,0,twitter
telkomsel,@dimsumaddicttt,mention,0,twitter
telkomsel,@sherlytoefa,mention,0,twitter
rizqi_ptk,@indihome,mention,0,twitter
dimsumaddicttt,@telkomsel,mention,0,twitter
dimsumaddicttt,@sherlytoefa,mention,0,twitter
indihome,@lagoonoir,mention,0,twitter
zaahrasals,@rsseart,mention,0,twitter
shitaul,@indihomecare,mention,0,twitter
matchaddicto,@indihome,mention,0,twitter
ricopp144760,@indihomecare,mention,0,twitter
indihome,@dopcybaekhyun,mention,0,twitter
leesangwcn,@kking_le0,mention,0,twitter
leesangwcn,@indihomecare,mention,0,twitter
bolumlinjo,@indihome,mention,0,twitter
kking_le0,@leesangwcn,mention,0,twitter
kking_le0,@indihomecare,mention,0,twitter
sleepywispy_,@indihome,mention,0,twitter
antrimieayami,@indihome,mention,0,twitter
allboutsuga,@indihomecare,mention,0,twitter
allboutsuga,@indihome,mention,0,twitter
allboutsuga,@telkomindonesia,mention,0,twitter
allboutsuga,@pln_123,mention,0,twitter
kintsyugi,@indihome,mention,0,twitter
erhasyijier,@indihome,mention,0,twitter
code_my23,@indihome,mention,0,twitter
keongdarat_,@indihome,mention,0,twitter
snch_xx,@indihome,mention,0,twitter
hi_imexol,@indihomecare,mention,0,twitter
yuukiiew,@indihome,mention,0,twitter
teroret123,@disneyplusid,mention,0,twitter
blueskyrrin,@indihome,mention,0,twitter
carls_lis,@telkomsel,mention,0,twitter
chipmunkiezz,@indihome,mention,0,twitter
luni_takarai,@indihome,mention,0,twitter
tsunadesyariah,@indihome,mention,0,twitter
jackzkln,@indihome,mention,0,twitter
kiimxyza,@indihome,mention,0,twitter
jozhwild,@indihome,mention,0,twitter
telkomsel,@ccaramelf,mention,0,twitter
bromzstudio,@indihome,mention,0,twitter
bromzstudio,@cheonsyaaa,mention,0,twitter
dopcybaekhyun,@indihomecare,mention,0,twitter
viarethagz,@caramealx,mention,0,twitter
okayfaisha,@minseville,mention,0,twitter
okayfaisha,@indihome,mention,0,twitter
okayfaisha,@indihomecare,mention,0,twitter
userhoki614,@fweelingsad,mention,0,twitter
rxvmnvhs,@indihome,mention,0,twitter
begratefulrin,@indihomecare,mention,0,twitter
sukakroto,@indihomecare,mention,0,twitter
ameliachairani3,@indihome,mention,0,twitter
indihome,@najmuddinrasul1,mention,0,twitter
indihome,@sunfl0weirdd,mention,0,twitter
jzmbut,@indihome,mention,0,twitter
imubarat,@balelbabeni,mention,0,twitter
imubarat,@indihome,mention,0,twitter
hendrikud1n,@indihomecare,mention,0,twitter
alfiauke_,@indihomecare,mention,0,twitter
ndrrrraaa,@bemusewoo,mention,0,twitter
indihome,@taste_yumyy,mention,0,twitter
indihome,@bubunanatv1,mention,0,twitter
mhmdrmdhni,@indihome,mention,0,twitter
indihome,@darwitayasa,mention,0,twitter
indihome,@angga__46,mention,0,twitter
fbraji,@indihomecare,mention,0,twitter
ccaskvnll,@telkomjabar,mention,0,twitter
ccaskvnll,@indihome,mention,0,twitter
taste_yumyy,@indihome,mention,0,twitter
bubunanatv1,@indihome,mention,0,twitter
bubunanatv1,@indihomecare,mention,0,twitter
lusia_romadhona,@indihome,mention,0,twitter
frontgent,@indihome,mention,0,twitter
baprasde,@indihomecare,mention,0,twitter
jihinyongchan,@indihome,mention,0,twitter
robettt_,@indihome,mention,0,twitter
indihome,@jeprigmtnk,mention,0,twitter
yanahaudy,@indihome,mention,0,twitter
campfire_0_0,@indihome,mention,0,twitter
indihome,@pioviofio,mention,0,twitter
indihome,@staffnyabts,mention,0,twitter
indihome,@ank_ghietz,mention,0,twitter
grok,@asimtonisasi,mention,0,twitter
telkomsel,@akunudahdewasa,mention,0,twitter
sikucingmigren,@indihome,mention,0,twitter
fullsunnahceah,@jeongsqueenlee,mention,0,twitter
badjolijo,@indihome,mention,0,twitter
bangalpe,@indihome,mention,0,twitter
frhanptu,@indihome,mention,0,twitter
hanyajeaja,@indihome,mention,0,twitter
jeprigmtnk,@indihome,mention,0,twitter
jeprigmtnk,@indihomecare,mention,0,twitter
handongy00,@indihome,mention,0,twitter
obsoyoi,@indihome,mention,0,twitter
teguh_riyanto15,@indihome,mention,0,twitter
apasigajelasdih,@indihome,mention,0,twitter
zoelfick,@telkomsel,mention,0,twitter
mikasown,@indihome,mention,0,twitter
jozhwild,@indihomecare,mention,0,twitter
chrisnavalkeniz,@indihome,mention,0,twitter
indihome,@jjbazk,mention,0,twitter
jaykeiiie,@indihome,mention,0,twitter
indihome,@bagushengkerr,mention,0,twitter
indihome,@zoelfick,mention,0,twitter
indihome,@maulanaws_,mention,0,twitter
indihome,@astarllie,mention,0,twitter
indihome,@rrawwwwwrr,mention,0,twitter
indihome,@eighxtyone,mention,0,twitter
usoland99,@indihome,mention,0,twitter
indihome,@yvshee,mention,0,twitter
indihome,@antrimieayami,mention,0,twitter
indihome,@usoland99,mention,0,twitter
maulanaws_,@indihomecare,mention,0,twitter
jeongsqueenlee,@fullsunnahceah,mention,0,twitter
usoland99,@indihomecare,mention,0,twitter
skubipap,@ffatahilah,mention,0,twitter
skubipap,@profesor_saham,mention,0,twitter
indihome,@hirarinnnn5,mention,0,twitter
indihome,@euohf,mention,0,twitter
hirarinnnn5,@indihome,mention,0,twitter
indihome,@dalmatianas,mention,0,twitter
hirarinnnn5,@michaelppya,mention,0,twitter
euohf,@indihome,mention,0,twitter
itziuyeji,@indihomecare,mention,0,twitter
indihome,@ssourflame,mention,0,twitter
indihome,@djatoyz,mention,0,twitter
indihome,@ddoshotchu,mention,0,twitter
indihome,@sukaturing,mention,0,twitter
djatoyz,@indihomecare,mention,0,twitter
djatoyz,@indihome,mention,0,twitter
summerheelx,@indihome,mention,0,twitter
suarajurnalis,@myrepublic_idn,mention,0,twitter
suarajurnalis,@cadetgirlslax,mention,0,twitter
suarajurnalis,@indihomecare,mention,0,twitter
suarajurnalis,@kemkomdigi,mention,0,twitter
suarajurnalis,@ylki_id,mention,0,twitter
suarajurnalis,@mediakonsumenid,mention,0,twitter
summerheelx,@indihomecare,mention,0,twitter
cbsantoso,@indihome,mention,0,twitter
indihome,@brushingfire,mention,0,twitter
indihome,@cbsantoso,mention,0,twitter
rosyluuxyz,@indihome,mention,0,twitter
indihome,@iratuadnan,mention,0,twitter
10ay4ra,@indihome,mention,0,twitter
fionalxia,@indihome,mention,0,twitter
assendraweb,@indihome,mention,0,twitter
indihome,@phupile,mention,0,twitter
yudichann,@indihome,mention,0,twitter
indihome,@yudichann,mention,0,twitter
sadurudum,@indihome,mention,0,twitter
ssyuniverse,@indihome,mention,0,twitter
indihome,@ascaeno,mention,0,twitter
indihome,@sadurudum,mention,0,twitter
indihome,@byjoyi,mention,0,twitter
phupile,@indihome,mention,0,twitter
phupile,@indihomecare,mention,0,twitter
zerogrvvty,@indihome,mention,0,twitter
iratuadnan,@indihome,mention,0,twitter
indihome,@yoseptito7,mention,0,twitter
taeyongssi,@indihome,mention,0,twitter
ascaeno,@indihome,mention,0,twitter
byjoyi,@indihomecare,mention,0,twitter
sadurudum,@indihomecare,mention,0,twitter
indihome,@6vixxbyeol,mention,0,twitter
fudgebrownieee,@girlsneedex,mention,0,twitter
rzl_coolguys,@indihome,mention,0,twitter
bigshrimpsons,@indihome,mention,0,twitter
dyartic,@indihome,mention,0,twitter
nikotogi,@indihome,mention,0,twitter
liononthetable,@indihome,mention,0,twitter
enevrated,@indihome,mention,0,twitter
6vixxbyeol,@indihome,mention,0,twitter
6vixxbyeol,@indihomecare,mention,0,twitter
violetflo3,@indihome,mention,0,twitter
indihome,@liononthetable,mention,0,twitter
m_slawi,@indihome,mention,0,twitter
indihome,@fridayrainn,mention,0,twitter
liononthetable,@indihomecare,mention,0,twitter
adefahmi94,@indihome,mention,0,twitter
indihome,@ic3dc8h10n4o2,mention,0,twitter
amorevolesjh,@indihome,mention,0,twitter
pearlighttt,@indihome,mention,0,twitter
telkomsel,@aku_unko,mention,0,twitter
ic3dc8h10n4o2,@indihome,mention,0,twitter
_pandoe,@indihome,mention,0,twitter
_pandoe,@ic3dc8h10n4o2,mention,0,twitter
indihome,@tibetia,mention,0,twitter
indihome,@skuyylivinngg,mention,0,twitter
anjirdahh,@indihome,mention,0,twitter
telkomsel,@tibetia,mention,0,twitter
indihome,@aku_unko,mention,0,twitter
aufafaris,@indihome,mention,0,twitter
bekokkkk,@indihome,mention,0,twitter
tibetia,@indihome,mention,0,twitter
skuyylivinngg,@indihome,mention,0,twitter
indihome,@kopjayholic,mention,0,twitter
indihome,@pikachuyys,mention,0,twitter
planeitt,@indihome,mention,0,twitter
bygabbyyyy,@indihome,mention,0,twitter
sinagachinese,@indihomecare,mention,0,twitter
indihome,@seightns,mention,0,twitter
indihome,@gratitudelysane,mention,0,twitter
plutowithmars,@indihome,mention,0,twitter
blossomawess,@indihome,mention,0,twitter
trayaalmodjarot,@indihome,mention,0,twitter
imamer,@indihome,mention,0,twitter
indihome,@taeoxo_ly,mention,0,twitter
indihome,@plutowithmars,mention,0,twitter
nabicbm,@indihome,mention,0,twitter
indihome,@phery_dulu,mention,0,twitter
capungsambar_,@indihome,mention,0,twitter
indihome,@mocachiyesz,mention,0,twitter
indihome,@bekokkkk,mention,0,twitter
indihome,@carmynich,mention,0,twitter
indihome,@unible_,mention,0,twitter
bellsmeachoo,@indihome,mention,0,twitter
pikachuyys,@indihome,mention,0,twitter
indihome,@bellsmeachoo,mention,0,twitter
ilhamrky,@indihomecare,mention,0,twitter
indihome,@chrislouvrz,mention,0,twitter
staffnyabts,@indihome,mention,0,twitter
hayaambakar,@indihome,mention,0,twitter
staffnyabts,@indihomecare,mention,0,twitter
mildvertigo,@indihome,mention,0,twitter
indihome,@aevelilaa,mention,0,twitter
addhy7,@indihome,mention,0,twitter
telkomsel,@queenxnra,mention,0,twitter
navapick01,@indihomecare,mention,0,twitter
navapick01,@indihome,mention,0,twitter
indihome,@minase_nayuki,mention,0,twitter
indihome,@aanmuhammad_,mention,0,twitter
indihome,@keykaka,mention,0,twitter
indihome,@gabrie_laea,mention,0,twitter
addhy7,@indihomecare,mention,0,twitter
indihome,@nuancesize,mention,0,twitter
indihome,@maulana_pcfre,mention,0,twitter
indihome,@snowykayy,mention,0,twitter
indihome,@itsnyxx1,mention,0,twitter
indihome,@bechived,mention,0,twitter
indihome,@imzahrah,mention,0,twitter
indihome,@l00wkeyjannn,mention,0,twitter
indihome,@osyeanize,mention,0,twitter
indihome,@feathoshy,mention,0,twitter
cikyantok,@indihome,mention,0,twitter
indihome,@qwettlysd,mention,0,twitter
bukanmaret,@indihome,mention,0,twitter
ridlomuzaqi,@indihome,mention,0,twitter
indahpe82331928,@hagendiratama,mention,0,twitter
indahpe82331928,@belvanuraga,mention,0,twitter
choaeyyoo,@random24365,mention,0,twitter
pioviofio,@indihome,mention,0,twitter
indihome,@alvianb48,mention,0,twitter
indihome,@agimaulanaxyz,mention,0,twitter
indihome,@8bbitheart,mention,0,twitter
indihome,@yiyiblooms,mention,0,twitter
indihome,@bix209,mention,0,twitter
indihome,@n1ghtw0lfy,mention,0,twitter
indihome,@sammybollivien,mention,0,twitter
indihome,@dearaurlfa,mention,0,twitter
indihome,@sidewayssr33,mention,0,twitter
indihome,@refuuwa,mention,0,twitter
indihome,@itziuyeji,mention,0,twitter
indihome,@bzuttery,mention,0,twitter
refuuwa,@axenyan,mention,0,twitter
indihome,@ghalpris,mention,0,twitter
indihome,@imung_vt,mention,0,twitter
indihome,@from_nanasjn,mention,0,twitter
5gading,@nicotan303,mention,0,twitter
5gading,@mownohoes,mention,0,twitter
from_nanasjn,@indihome,mention,0,twitter
indihome,@nonsensze1,mention,0,twitter
indihome,@mazizabdul88,mention,0,twitter
indihome,@kambingalaska_,mention,0,twitter
indihome,@hydr0gen11,mention,0,twitter
indihome,@efghlid31888,mention,0,twitter
indihome,@rxvmnvhs,mention,0,twitter
dwibambang721,@indihome,mention,0,twitter
indihome,@renevelio,mention,0,twitter
renevelio,@indihome,mention,0,twitter
neirplayingstar,@indihome,mention,0,twitter
efghlid31888,@indihomecare,mention,0,twitter
rxvmnvhs,@indihomecare,mention,0,twitter
indihome,@0xubays,mention,0,twitter
indihome,@ffragrantflower,mention,0,twitter
indihome,@buthduit,mention,0,twitter
indihome,@kiwdeobo,mention,0,twitter
indihome,@susukentalpait,mention,0,twitter
w6rstcase,@indihome,mention,0,twitter
maskurpiece,@kambingalaska_,mention,0,twitter
maskurpiece,@indihome,mention,0,twitter
kambingalaska_,@indihome,mention,0,twitter
indihome,@bbydoyiee,mention,0,twitter
indihome,@niniauliaa,mention,0,twitter
indihome,@reshastuff_,mention,0,twitter
mbakjeni,@indihome,mention,0,twitter
indihome,@odetomay,mention,0,twitter
indihome,@anxswiftiess,mention,0,twitter
sftyeoniee,@indihome,mention,0,twitter
somayyamosss,@indihome,mention,0,twitter
cunkmusk,@indihome,mention,0,twitter
susukentalpait,@indihome,mention,0,twitter
susukentalpait,@indihomecare,mention,0,twitter
indihome,@anonymia__,mention,0,twitter
berrychoco_25,@indihome,mention,0,twitter
indihome,@eudaemocnia,mention,0,twitter
indihome,@umesuruh,mention,0,twitter
indihome,@cunkmusk,mention,0,twitter
indihome,@farrarehatta,mention,0,twitter
indihome,@fleuriehill,mention,0,twitter
mbakjeni,@indihomecare,mention,0,twitter
indihome,@ppotayo_,mention,0,twitter
lilypaaark,@indihome,mention,0,twitter
indihome,@milkwithkoffee,mention,0,twitter
indihome,@lilypaaark,mention,0,twitter
ffragrantflower,@indihome,mention,0,twitter
fjrardiansyah,@indihome,mention,0,twitter
adaapaansihlurd,@indihome,mention,0,twitter
milkwithkoffee,@fulcrumkote,mention,0,twitter
telkomsel,@andrewfide,mention,0,twitter
andrewfide,@indihome,mention,0,twitter
andrewfide,@telkomsel,mention,0,twitter
ursquish,@indihome,mention,0,twitter
lelakue91817,@indihome,mention,0,twitter
sayagantiduluya,@indihome,mention,0,twitter
grok,@athenprotect,mention,0,twitter
haddad_zia26554,@indihome,mention,0,twitter
indihome,@rizkiiya146719,mention,0,twitter
kecanduan_kamu,@indihome,mention,0,twitter
indihome,@sayagantiduluya,mention,0,twitter
rizkiiya146719,@indihome,mention,0,twitter
arinazalleaaa,@indihomecare,mention,0,twitter
indihome,@arinazalleaaa,mention,0,twitter
arinazalleaaa,@indihome,mention,0,twitter
calibraction,@birbintank,mention,0,twitter
ppotayo_,@indihome,mention,0,twitter
feelkindafreeze,@indihome,mention,0,twitter
berrychoco_25,@dongengkcs,mention,0,twitter
lopyuhof,@indahlayla9,mention,0,twitter
lopyuhof,@indihome,mention,0,twitter
mishosaurus,@indihome,mention,0,twitter
umesuruh,@indihome,mention,0,twitter
dongengkcs,@indihome,mention,0,twitter
indihome,@dongengkcs,mention,0,twitter
growwfansmanutd,@indihome,mention,0,twitter
growwfansmanutd,@indihomecare,mention,0,twitter
growwfansmanutd,@vidio,mention,0,twitter
bigllecr7,@indihome,mention,0,twitter
bigllecr7,@indihomecare,mention,0,twitter
bigllecr7,@vidio,mention,0,twitter
eudaemocnia,@indihome,mention,0,twitter
indihome,@chanucutie,mention,0,twitter
min9yumanis,@indihome,mention,0,twitter
min9yumanis,@indihomecare,mention,0,twitter
indihome,@desidhee,mention,0,twitter
mrkhadul,@indihome,mention,0,twitter
farrarehatta,@indihome,mention,0,twitter
farrarehatta,@indihomecare,mention,0,twitter
grok,@sambelikankakap,mention,0,twitter
telkomsel,@sparklew23,mention,0,twitter
garamadoe,@indihome,mention,0,twitter
sparklew23,@telkomsel,mention,0,twitter
hidupitupelik,@hagendiratama,mention,0,twitter
hidupitupelik,@belvanuraga,mention,0,twitter
rizkiiya146719,@indihomecare,mention,0,twitter
mylfrst,@indihomecare,mention,0,twitter
mylfrst,@telkomsel,mention,0,twitter
abufaiq72,@indihome,mention,0,twitter
iovei,@indihome,mention,0,twitter
hadafib,@indihomecare,mention,0,twitter
umesuruh,@indihomecare,mention,0,twitter
dongengkcs,@indihomecare,mention,0,twitter
desidhee,@indihome,mention,0,twitter
kwetlaw,@indihome,mention,0,twitter
kwetlaw,@indihomecare,mention,0,twitter
chanucutie,@indihomecare,mention,0,twitter
indihome,@abrahamskmjt,mention,0,twitter
abrahamskmjt,@indihome,mention,0,twitter
mazizabdul88,@indihome,mention,0,twitter
nonsensze1,@indihome,mention,0,twitter
korekkuping001,@indihome,mention,0,twitter
icryduringssx,@indihomecare,mention,0,twitter
mangbaceo,@indihomecare,mention,0,twitter
piyanotpiyu,@indihome,mention,0,twitter
yeripersik,@indihome,mention,0,twitter
specialoey,@indihome,mention,0,twitter
gigihjunaedia,@indihome,mention,0,twitter
donatglazed,@indihome,mention,0,twitter
dayoneeee1,@indihomecare,mention,0,twitter
indihome,@cocobacooot,mention,0,twitter
sahikazennn,@indihome,mention,0,twitter
cocobacooot,@indihomecare,mention,0,twitter
cocobacooot,@indihome,mention,0,twitter
anonymia__,@film_hanum,mention,0,twitter
indihome,@vernotfound,mention,0,twitter
kaichanie_,@hagendiratama,mention,0,twitter
kaichanie_,@belvanuraga,mention,0,twitter
uwooow,@indihome,mention,0,twitter
odetomyfamilia,@indihome,mention,0,twitter
indihome,@uwooow,mention,0,twitter
valtherom,@indihome,mention,0,twitter
telkomsel,@pr4st_dm,mention,0,twitter
indihome,@rapnotrap,mention,0,twitter
indihome,@zaoyun88,mention,0,twitter
danawallet,@taekookie09_,mention,0,twitter
rapnotrap,@indihomecare,mention,0,twitter
ari_calderu,@indihome,mention,0,twitter
everlover178,@telkomsel,mention,0,twitter
restu_bumii,@indihome,mention,0,twitter
cirocdharma,@ask_axis,mention,0,twitter
ampibyy,@indihome,mention,0,twitter
telkomsel,@ayaidkk,mention,0,twitter
indihome,@grahitoluq27457,mention,0,twitter
muhwild_,@indihome,mention,0,twitter
muhwild_,@indihomecare,mention,0,twitter
zaoyun88,@indihomecare,mention,0,twitter
indihome,@breudtalk,mention,0,twitter
telkomsel,@semutt27,mention,0,twitter
haienggal,@indihomecare,mention,0,twitter
uwooow,@indihomecare,mention,0,twitter
velmoire,@indihome,mention,0,twitter
indihome,@kieyeom,mention,0,twitter
vernotfound,@indihome,mention,0,twitter
vernotfound,@indihomecare,mention,0,twitter
indihome,@aesp1der,mention,0,twitter
pitamaldives,@indihomecare,mention,0,twitter
pitamaldives,@indihome,mention,0,twitter
indihome,@aksayangyuyaa,mention,0,twitter
grahitoluq27457,@indihome,mention,0,twitter
yayellive,@hagendiratama,mention,0,twitter
yayellive,@belvanuraga,mention,0,twitter
indihome,@velmoire,mention,0,twitter
indihome,@rommapranandya,mention,0,twitter
indihome,@kattniss,mention,0,twitter
indihome,@cadrabax,mention,0,twitter
0xubays,@indihome,mention,0,twitter
citulz,@indihomecare,mention,0,twitter
rezamfr1,@worksfess,mention,0,twitter
doyipyu,@indihome,mention,0,twitter
indihome,@bluuzzed,mention,0,twitter
indihome,@naninaninos,mention,0,twitter
astha_xyz,@indihome,mention,0,twitter
themisiaa,@indihome,mention,0,twitter
astha_xyz,@indihomecare,mention,0,twitter
rismaoctasr,@indihome,mention,0,twitter
rismaoctasr,@indihomecare,mention,0,twitter
alfiananung,@indihome,mention,0,twitter
indihome,@lejenojjaehyun_,mention,0,twitter
lejenojjaehyun_,@indihome,mention,0,twitter
lejenojjaehyun_,@indihomecare,mention,0,twitter
alfiananung,@indihomecare,mention,0,twitter
iminaskynani1_,@hagendiratama,mention,0,twitter
iminaskynani1_,@belvanuraga,mention,0,twitter
indihome,@hotlineh0e,mention,0,twitter
bbydoyiee,@indihome,mention,0,twitter
breudtalk,@indihome,mention,0,twitter
haelylaa,@hagendiratama,mention,0,twitter
haelylaa,@belvanuraga,mention,0,twitter
augusttwenty20,@indihome,mention,0,twitter
iamevasetiyawan,@indihome,mention,0,twitter
halaahhh,@indihome,mention,0,twitter
augusttwenty20,@indihomecare,mention,0,twitter
indihome,@bahayabahadur,mention,0,twitter
zxcvlooo,@indihomecare,mention,0,twitter
breudtalk,@indihomecare,mention,0,twitter
ulahsokkepo,@indihome,mention,0,twitter
bahayabahadur,@boredsaurus,mention,0,twitter
bahayabahadur,@moviemnfs,mention,0,twitter
telkomsel,@officerhiya,mention,0,twitter
indihome,@okzy20,mention,0,twitter
