source,target,relationship,followers,platform,sentiment,content,time,layanan
abdiahmad87,@a234_ri,mention,75,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID @a234_ri @MissdaZilan,25/12/2025 07.29.56,IndiBiz
abdiahmad87,@MissdaZilan,mention,75,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID @a234_ri @MissdaZilan,25/12/2025 07.29.56,IndiBiz
AnitaAnwar_,@Indibiz_ID,mention,994,twitter,neutral,@Indibiz_ID Bismillah semoga beruntung   Puzzle A  #IndibizID   Yuk ikutan: @xx12en_new  @Imcoco99  @kxxclypii_,25/12/2025 07.29.14,IndiBiz
AnitaAnwar_,@xx12en_new,mention,994,twitter,neutral,@Indibiz_ID Bismillah semoga beruntung   Puzzle A  #IndibizID   Yuk ikutan: @xx12en_new  @Imcoco99  @kxxclypii_,25/12/2025 07.29.14,IndiBiz
AnitaAnwar_,@Imcoco99,mention,994,twitter,neutral,@Indibiz_ID Bismillah semoga beruntung   Puzzle A  #IndibizID   Yuk ikutan: @xx12en_new  @Imcoco99  @kxxclypii_,25/12/2025 07.29.14,IndiBiz
AnitaAnwar_,@kxxclypii_,mention,994,twitter,neutral,@Indibiz_ID Bismillah semoga beruntung   Puzzle A  #IndibizID   Yuk ikutan: @xx12en_new  @Imcoco99  @kxxclypii_,25/12/2025 07.29.14,IndiBiz
kxxclypii_,@Indibiz_ID,mention,329,twitter,positive,@Indibiz_ID Puzzle A ✓  #IndibizID   Ikutan yuk  @piscvely  @squashdel  @afnirahma98,25/12/2025 07.23.59,IndiBiz
kxxclypii_,@piscvely,mention,329,twitter,positive,@Indibiz_ID Puzzle A ✓  #IndibizID   Ikutan yuk  @piscvely  @squashdel  @afnirahma98,25/12/2025 07.23.59,IndiBiz
kxxclypii_,@squashdel,mention,329,twitter,positive,@Indibiz_ID Puzzle A ✓  #IndibizID   Ikutan yuk  @piscvely  @squashdel  @afnirahma98,25/12/2025 07.23.59,IndiBiz
kxxclypii_,@afnirahma98,mention,329,twitter,positive,@Indibiz_ID Puzzle A ✓  #IndibizID   Ikutan yuk  @piscvely  @squashdel  @afnirahma98,25/12/2025 07.23.59,IndiBiz
PutriaTitut,@Indibiz_ID,mention,256,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Kepasar malam naik odong odong Sambil makan rujak kedondong Jangan melamun disiang bolong Lebih baik jawab kuisnya dong @kisnavva85 @FitriZhu04 @Karlina38042976,25/12/2025 09.16.46,IndiBiz
PutriaTitut,@kisnavva85,mention,256,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Kepasar malam naik odong odong Sambil makan rujak kedondong Jangan melamun disiang bolong Lebih baik jawab kuisnya dong @kisnavva85 @FitriZhu04 @Karlina38042976,25/12/2025 09.16.46,IndiBiz
PutriaTitut,@FitriZhu04,mention,256,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Kepasar malam naik odong odong Sambil makan rujak kedondong Jangan melamun disiang bolong Lebih baik jawab kuisnya dong @kisnavva85 @FitriZhu04 @Karlina38042976,25/12/2025 09.16.46,IndiBiz
PutriaTitut,@Karlina38042976,mention,256,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Kepasar malam naik odong odong Sambil makan rujak kedondong Jangan melamun disiang bolong Lebih baik jawab kuisnya dong @kisnavva85 @FitriZhu04 @Karlina38042976,25/12/2025 09.16.46,IndiBiz
kxxclypii_,@Indibiz_ID,mention,329,twitter,neutral,@Indibiz_ID Puzzle A ✓  #IndibizID   Ikutan yuk  @AnitaAnwar_  @Imcoco99  @Aishwabaha2022,25/12/2025 07.19.43,IndiBiz
kxxclypii_,@AnitaAnwar_,mention,329,twitter,neutral,@Indibiz_ID Puzzle A ✓  #IndibizID   Ikutan yuk  @AnitaAnwar_  @Imcoco99  @Aishwabaha2022,25/12/2025 07.19.43,IndiBiz
kxxclypii_,@Imcoco99,mention,329,twitter,neutral,@Indibiz_ID Puzzle A ✓  #IndibizID   Ikutan yuk  @AnitaAnwar_  @Imcoco99  @Aishwabaha2022,25/12/2025 07.19.43,IndiBiz
kxxclypii_,@Aishwabaha2022,mention,329,twitter,neutral,@Indibiz_ID Puzzle A ✓  #IndibizID   Ikutan yuk  @AnitaAnwar_  @Imcoco99  @Aishwabaha2022,25/12/2025 07.19.43,IndiBiz
lenaevano1827,@Indibiz_ID,mention,403,twitter,positive,@Indibiz_ID Puzzle A #IndibizID  Yuk ikutan  @mixberriesssss  @Annisaluxs  @apriyeni2921899,25/12/2025 06.51.17,IndiBiz
lenaevano1827,@mixberriesssss,mention,403,twitter,positive,@Indibiz_ID Puzzle A #IndibizID  Yuk ikutan  @mixberriesssss  @Annisaluxs  @apriyeni2921899,25/12/2025 06.51.17,IndiBiz
lenaevano1827,@Annisaluxs,mention,403,twitter,positive,@Indibiz_ID Puzzle A #IndibizID  Yuk ikutan  @mixberriesssss  @Annisaluxs  @apriyeni2921899,25/12/2025 06.51.17,IndiBiz
lenaevano1827,@apriyeni2921899,mention,403,twitter,positive,@Indibiz_ID Puzzle A #IndibizID  Yuk ikutan  @mixberriesssss  @Annisaluxs  @apriyeni2921899,25/12/2025 06.51.17,IndiBiz
yuk_nikha,@Indibiz_ID,mention,380,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Bertamu kerumah sikumis Sampai sana dikasih jamu Ayo semangat ikutan kuis Hadiah menarik menanti kamu @AidaSusanti_ @rahayeureka @ekagarnasih29,25/12/2025 07.41.09,IndiBiz
yuk_nikha,@AidaSusanti_,mention,380,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Bertamu kerumah sikumis Sampai sana dikasih jamu Ayo semangat ikutan kuis Hadiah menarik menanti kamu @AidaSusanti_ @rahayeureka @ekagarnasih29,25/12/2025 07.41.09,IndiBiz
yuk_nikha,@rahayeureka,mention,380,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Bertamu kerumah sikumis Sampai sana dikasih jamu Ayo semangat ikutan kuis Hadiah menarik menanti kamu @AidaSusanti_ @rahayeureka @ekagarnasih29,25/12/2025 07.41.09,IndiBiz
yuk_nikha,@ekagarnasih29,mention,380,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Bertamu kerumah sikumis Sampai sana dikasih jamu Ayo semangat ikutan kuis Hadiah menarik menanti kamu @AidaSusanti_ @rahayeureka @ekagarnasih29,25/12/2025 07.41.09,IndiBiz
AlamandaIL,@Indibiz_ID,mention,732,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID Ikutan yuk @Wawan19101974 @nanay_lani @bejone_olif,25/12/2025 07.15.06,IndiBiz
AlamandaIL,@Wawan19101974,mention,732,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID Ikutan yuk @Wawan19101974 @nanay_lani @bejone_olif,25/12/2025 07.15.06,IndiBiz
AlamandaIL,@nanay_lani,mention,732,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID Ikutan yuk @Wawan19101974 @nanay_lani @bejone_olif,25/12/2025 07.15.06,IndiBiz
AlamandaIL,@bejone_olif,mention,732,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID Ikutan yuk @Wawan19101974 @nanay_lani @bejone_olif,25/12/2025 07.15.06,IndiBiz
Aishwabaha2022,@Indibiz_ID,mention,435,twitter,negative,@Indibiz_ID Jawabannya  Puzzle A  #IndibizID  Yuk ikutan sobat @kxxclypii_  @kalulutmeratus  @bapakenduk12   Sukses dan Jaya selalu @Indibiz_ID  🍭Pergi ke pantai sore hari 🍬Melihat sunset indah sekali 🍭Aku ikuti giveaway ini 🍬Semoga menang dan rezeki,25/12/2025 06.49.11,IndiBiz
Aishwabaha2022,@kxxclypii_,mention,435,twitter,negative,@Indibiz_ID Jawabannya  Puzzle A  #IndibizID  Yuk ikutan sobat @kxxclypii_  @kalulutmeratus  @bapakenduk12   Sukses dan Jaya selalu @Indibiz_ID  🍭Pergi ke pantai sore hari 🍬Melihat sunset indah sekali 🍭Aku ikuti giveaway ini 🍬Semoga menang dan rezeki,25/12/2025 06.49.11,IndiBiz
Aishwabaha2022,@kalulutmeratus,mention,435,twitter,negative,@Indibiz_ID Jawabannya  Puzzle A  #IndibizID  Yuk ikutan sobat @kxxclypii_  @kalulutmeratus  @bapakenduk12   Sukses dan Jaya selalu @Indibiz_ID  🍭Pergi ke pantai sore hari 🍬Melihat sunset indah sekali 🍭Aku ikuti giveaway ini 🍬Semoga menang dan rezeki,25/12/2025 06.49.11,IndiBiz
Aishwabaha2022,@bapakenduk12,mention,435,twitter,negative,@Indibiz_ID Jawabannya  Puzzle A  #IndibizID  Yuk ikutan sobat @kxxclypii_  @kalulutmeratus  @bapakenduk12   Sukses dan Jaya selalu @Indibiz_ID  🍭Pergi ke pantai sore hari 🍬Melihat sunset indah sekali 🍭Aku ikuti giveaway ini 🍬Semoga menang dan rezeki,25/12/2025 06.49.11,IndiBiz
Aishwabaha2022,@Indibiz_ID,mention,435,twitter,negative,@Indibiz_ID Jawabannya  Puzzle A  #IndibizID  Yuk ikutan sobat @kxxclypii_  @kalulutmeratus  @bapakenduk12   Sukses dan Jaya selalu @Indibiz_ID  🍭Pergi ke pantai sore hari 🍬Melihat sunset indah sekali 🍭Aku ikuti giveaway ini 🍬Semoga menang dan rezeki,25/12/2025 06.49.11,IndiBiz
ai_firzha,@Indibiz_ID,mention,585,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @Ainurnur02 @Anisa__Nisha012 @anggapriana17,25/12/2025 04.38.06,IndiBiz
ai_firzha,@Ainurnur02,mention,585,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @Ainurnur02 @Anisa__Nisha012 @anggapriana17,25/12/2025 04.38.06,IndiBiz
ai_firzha,@Anisa__Nisha012,mention,585,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @Ainurnur02 @Anisa__Nisha012 @anggapriana17,25/12/2025 04.38.06,IndiBiz
ai_firzha,@anggapriana17,mention,585,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @Ainurnur02 @Anisa__Nisha012 @anggapriana17,25/12/2025 04.38.06,IndiBiz
Gi_N0ng,@Indibiz_ID,mention,5424,twitter,neutral,@Indibiz_ID Selamat natal,25/12/2025 03.54.34,IndiBiz
filmtamin,@Indibiz_ID,mention,189,twitter,negative,"bales chat lah woi, udah 12 jam gangguan ini @Indibiz_ID",25/12/2025 03.21.49,IndiBiz
mixberriesssss,@Indibiz_ID,mention,61,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID @lenaevano1827 @mamanyaezan @hananurhan,25/12/2025 03.12.15,IndiBiz
mixberriesssss,@lenaevano1827,mention,61,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID @lenaevano1827 @mamanyaezan @hananurhan,25/12/2025 03.12.15,IndiBiz
mixberriesssss,@mamanyaezan,mention,61,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID @lenaevano1827 @mamanyaezan @hananurhan,25/12/2025 03.12.15,IndiBiz
mixberriesssss,@hananurhan,mention,61,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID @lenaevano1827 @mamanyaezan @hananurhan,25/12/2025 03.12.15,IndiBiz
Hamiah_rahman31,@unprettybae,mention,316,twitter,positive,Selamat kepada pemenang kuis🎉 @unprettybae  @hryt_riaa  @diaszei  @kinashnara  @hananurhan   Pemenang akan dihubungi melalui DM ya.  #IndibizID  #CiptakanPeluangWujudkanHarapan  #EkosistemSolusiDuniaUsahaIndonesia  #Kuis https://t.co/u6XPZCC13D,25/12/2025 00.18.24,IndiBiz
Hamiah_rahman31,@hryt_riaa,mention,316,twitter,positive,Selamat kepada pemenang kuis🎉 @unprettybae  @hryt_riaa  @diaszei  @kinashnara  @hananurhan   Pemenang akan dihubungi melalui DM ya.  #IndibizID  #CiptakanPeluangWujudkanHarapan  #EkosistemSolusiDuniaUsahaIndonesia  #Kuis https://t.co/u6XPZCC13D,25/12/2025 00.18.24,IndiBiz
Hamiah_rahman31,@diaszei,mention,316,twitter,positive,Selamat kepada pemenang kuis🎉 @unprettybae  @hryt_riaa  @diaszei  @kinashnara  @hananurhan   Pemenang akan dihubungi melalui DM ya.  #IndibizID  #CiptakanPeluangWujudkanHarapan  #EkosistemSolusiDuniaUsahaIndonesia  #Kuis https://t.co/u6XPZCC13D,25/12/2025 00.18.24,IndiBiz
Hamiah_rahman31,@kinashnara,mention,316,twitter,positive,Selamat kepada pemenang kuis🎉 @unprettybae  @hryt_riaa  @diaszei  @kinashnara  @hananurhan   Pemenang akan dihubungi melalui DM ya.  #IndibizID  #CiptakanPeluangWujudkanHarapan  #EkosistemSolusiDuniaUsahaIndonesia  #Kuis https://t.co/u6XPZCC13D,25/12/2025 00.18.24,IndiBiz
Hamiah_rahman31,@hananurhan,mention,316,twitter,positive,Selamat kepada pemenang kuis🎉 @unprettybae  @hryt_riaa  @diaszei  @kinashnara  @hananurhan   Pemenang akan dihubungi melalui DM ya.  #IndibizID  #CiptakanPeluangWujudkanHarapan  #EkosistemSolusiDuniaUsahaIndonesia  #Kuis https://t.co/u6XPZCC13D,25/12/2025 00.18.24,IndiBiz
Hamiah_rahman31,@Indibiz_ID,mention,316,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID  @afnirahma98 . @lulumauld  . @axyd22y,25/12/2025 00.17.16,IndiBiz
Hamiah_rahman31,@afnirahma98,mention,316,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID  @afnirahma98 . @lulumauld  . @axyd22y,25/12/2025 00.17.16,IndiBiz
Hamiah_rahman31,@lulumauld,mention,316,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID  @afnirahma98 . @lulumauld  . @axyd22y,25/12/2025 00.17.16,IndiBiz
Hamiah_rahman31,@axyd22y,mention,316,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID  @afnirahma98 . @lulumauld  . @axyd22y,25/12/2025 00.17.16,IndiBiz
jinjah_,@Indibiz_ID,mention,1012,twitter,neutral,@Indibiz_ID jawabannya puzzle A #IndibizID   @eternaljin_ @izzahmillenia @tellmeyourevery,25/12/2025 04.54.07,IndiBiz
jinjah_,@eternaljin_,mention,1012,twitter,neutral,@Indibiz_ID jawabannya puzzle A #IndibizID   @eternaljin_ @izzahmillenia @tellmeyourevery,25/12/2025 04.54.07,IndiBiz
jinjah_,@izzahmillenia,mention,1012,twitter,neutral,@Indibiz_ID jawabannya puzzle A #IndibizID   @eternaljin_ @izzahmillenia @tellmeyourevery,25/12/2025 04.54.07,IndiBiz
jinjah_,@tellmeyourevery,mention,1012,twitter,neutral,@Indibiz_ID jawabannya puzzle A #IndibizID   @eternaljin_ @izzahmillenia @tellmeyourevery,25/12/2025 04.54.07,IndiBiz
Hamiah_rahman31,@Indibiz_ID,mention,316,twitter,neutral,@Indibiz_ID Puzzle A  Ikutan yuk @Aghna_na  @callmedara31  @KangNasiUlam  #IndibizID,25/12/2025 00.16.50,IndiBiz
Hamiah_rahman31,@Aghna_na,mention,316,twitter,neutral,@Indibiz_ID Puzzle A  Ikutan yuk @Aghna_na  @callmedara31  @KangNasiUlam  #IndibizID,25/12/2025 00.16.50,IndiBiz
Hamiah_rahman31,@callmedara31,mention,316,twitter,neutral,@Indibiz_ID Puzzle A  Ikutan yuk @Aghna_na  @callmedara31  @KangNasiUlam  #IndibizID,25/12/2025 00.16.50,IndiBiz
Hamiah_rahman31,@KangNasiUlam,mention,316,twitter,neutral,@Indibiz_ID Puzzle A  Ikutan yuk @Aghna_na  @callmedara31  @KangNasiUlam  #IndibizID,25/12/2025 00.16.50,IndiBiz
wahyupurwaati,@Indibiz_ID,mention,173,twitter,neutral,@Indibiz_ID puzzle : A  #IndibizID  @citrabudiyanti  @astri_akt  @nourma_yuliana,25/12/2025 00.05.40,IndiBiz
wahyupurwaati,@citrabudiyanti,mention,173,twitter,neutral,@Indibiz_ID puzzle : A  #IndibizID  @citrabudiyanti  @astri_akt  @nourma_yuliana,25/12/2025 00.05.40,IndiBiz
wahyupurwaati,@astri_akt,mention,173,twitter,neutral,@Indibiz_ID puzzle : A  #IndibizID  @citrabudiyanti  @astri_akt  @nourma_yuliana,25/12/2025 00.05.40,IndiBiz
wahyupurwaati,@nourma_yuliana,mention,173,twitter,neutral,@Indibiz_ID puzzle : A  #IndibizID  @citrabudiyanti  @astri_akt  @nourma_yuliana,25/12/2025 00.05.40,IndiBiz
Syantiw05,@Indibiz_ID,mention,1566,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   @rena_tahara99 @indittte @RozyDania,25/12/2025 00.04.14,IndiBiz
Syantiw05,@rena_tahara99,mention,1566,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   @rena_tahara99 @indittte @RozyDania,25/12/2025 00.04.14,IndiBiz
Syantiw05,@indittte,mention,1566,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   @rena_tahara99 @indittte @RozyDania,25/12/2025 00.04.14,IndiBiz
Syantiw05,@RozyDania,mention,1566,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   @rena_tahara99 @indittte @RozyDania,25/12/2025 00.04.14,IndiBiz
darapramesa,@Indibiz_ID,mention,82,twitter,neutral,@Indibiz_ID Puzzle A @mahcimut022 @Wawan19101974 @Nuhpiyanti_  #IndibizID,24/12/2025 23.41.40,IndiBiz
darapramesa,@mahcimut022,mention,82,twitter,neutral,@Indibiz_ID Puzzle A @mahcimut022 @Wawan19101974 @Nuhpiyanti_  #IndibizID,24/12/2025 23.41.40,IndiBiz
darapramesa,@Wawan19101974,mention,82,twitter,neutral,@Indibiz_ID Puzzle A @mahcimut022 @Wawan19101974 @Nuhpiyanti_  #IndibizID,24/12/2025 23.41.40,IndiBiz
darapramesa,@Nuhpiyanti_,mention,82,twitter,neutral,@Indibiz_ID Puzzle A @mahcimut022 @Wawan19101974 @Nuhpiyanti_  #IndibizID,24/12/2025 23.41.40,IndiBiz
thepanduras,@Indibiz_ID,mention,99,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @anita_inu @HusnulC07 @rizkyarum92,24/12/2025 23.36.07,IndiBiz
thepanduras,@anita_inu,mention,99,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @anita_inu @HusnulC07 @rizkyarum92,24/12/2025 23.36.07,IndiBiz
thepanduras,@HusnulC07,mention,99,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @anita_inu @HusnulC07 @rizkyarum92,24/12/2025 23.36.07,IndiBiz
thepanduras,@rizkyarum92,mention,99,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @anita_inu @HusnulC07 @rizkyarum92,24/12/2025 23.36.07,IndiBiz
wawan_drew,@Indibiz_ID,mention,258,twitter,neutral,@Indibiz_ID Puzzle A   @itsnickhorton @itsbrandonszc @captain_vlog   #IndibizID,25/12/2025 00.15.14,IndiBiz
wawan_drew,@itsnickhorton,mention,258,twitter,neutral,@Indibiz_ID Puzzle A   @itsnickhorton @itsbrandonszc @captain_vlog   #IndibizID,25/12/2025 00.15.14,IndiBiz
wawan_drew,@itsbrandonszc,mention,258,twitter,neutral,@Indibiz_ID Puzzle A   @itsnickhorton @itsbrandonszc @captain_vlog   #IndibizID,25/12/2025 00.15.14,IndiBiz
wawan_drew,@captain_vlog,mention,258,twitter,neutral,@Indibiz_ID Puzzle A   @itsnickhorton @itsbrandonszc @captain_vlog   #IndibizID,25/12/2025 00.15.14,IndiBiz
Nuraeni40359747,@Indibiz_ID,mention,249,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @WatiTrisnawat14 @NaanaWiin @Ainurnur02,24/12/2025 22.18.55,IndiBiz
Nuraeni40359747,@WatiTrisnawat14,mention,249,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @WatiTrisnawat14 @NaanaWiin @Ainurnur02,24/12/2025 22.18.55,IndiBiz
Nuraeni40359747,@NaanaWiin,mention,249,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @WatiTrisnawat14 @NaanaWiin @Ainurnur02,24/12/2025 22.18.55,IndiBiz
Nuraeni40359747,@Ainurnur02,mention,249,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID @WatiTrisnawat14 @NaanaWiin @Ainurnur02,24/12/2025 22.18.55,IndiBiz
omank_merysa,@Indibiz_ID,mention,157,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Membeli permen ke warung bu diah Gak punya uang ngutang dulu Mari lomba berburu hadiah Daripada kamu bengong melulu @henzanura @Tarmuzi73266101 @nhkee88888,24/12/2025 21.22.28,IndiBiz
omank_merysa,@henzanura,mention,157,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Membeli permen ke warung bu diah Gak punya uang ngutang dulu Mari lomba berburu hadiah Daripada kamu bengong melulu @henzanura @Tarmuzi73266101 @nhkee88888,24/12/2025 21.22.28,IndiBiz
omank_merysa,@Tarmuzi73266101,mention,157,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Membeli permen ke warung bu diah Gak punya uang ngutang dulu Mari lomba berburu hadiah Daripada kamu bengong melulu @henzanura @Tarmuzi73266101 @nhkee88888,24/12/2025 21.22.28,IndiBiz
omank_merysa,@nhkee88888,mention,157,twitter,neutral,@Indibiz_ID Puzzle A #IndibizID   Membeli permen ke warung bu diah Gak punya uang ngutang dulu Mari lomba berburu hadiah Daripada kamu bengong melulu @henzanura @Tarmuzi73266101 @nhkee88888,24/12/2025 21.22.28,IndiBiz
eternaljin_,@Indibiz_ID,mention,143,twitter,neutral,@Indibiz_ID jawabannya A  #IndibizID  @izzahmillenia @jinjah_ @tellmeyourevery,24/12/2025 17.04.55,IndiBiz
eternaljin_,@izzahmillenia,mention,143,twitter,neutral,@Indibiz_ID jawabannya A  #IndibizID  @izzahmillenia @jinjah_ @tellmeyourevery,24/12/2025 17.04.55,IndiBiz
eternaljin_,@jinjah_,mention,143,twitter,neutral,@Indibiz_ID jawabannya A  #IndibizID  @izzahmillenia @jinjah_ @tellmeyourevery,24/12/2025 17.04.55,IndiBiz
eternaljin_,@tellmeyourevery,mention,143,twitter,neutral,@Indibiz_ID jawabannya A  #IndibizID  @izzahmillenia @jinjah_ @tellmeyourevery,24/12/2025 17.04.55,IndiBiz
wineediar_,@Indibiz_ID,mention,767,twitter,neutral,@Indibiz_ID Bismillah wish me luck 🙆🏻‍♀️  jawabannya: ✅ Puzzle A  ikutan yuk guys kuisnya @FebyaniGusti  @kxxclypii_   @Dahlena770078    #IndibizID,24/12/2025 16.28.59,IndiBiz
wineediar_,@FebyaniGusti,mention,767,twitter,neutral,@Indibiz_ID Bismillah wish me luck 🙆🏻‍♀️  jawabannya: ✅ Puzzle A  ikutan yuk guys kuisnya @FebyaniGusti  @kxxclypii_   @Dahlena770078    #IndibizID,24/12/2025 16.28.59,IndiBiz
wineediar_,@kxxclypii_,mention,767,twitter,neutral,@Indibiz_ID Bismillah wish me luck 🙆🏻‍♀️  jawabannya: ✅ Puzzle A  ikutan yuk guys kuisnya @FebyaniGusti  @kxxclypii_   @Dahlena770078    #IndibizID,24/12/2025 16.28.59,IndiBiz
wineediar_,@Dahlena770078,mention,767,twitter,neutral,@Indibiz_ID Bismillah wish me luck 🙆🏻‍♀️  jawabannya: ✅ Puzzle A  ikutan yuk guys kuisnya @FebyaniGusti  @kxxclypii_   @Dahlena770078    #IndibizID,24/12/2025 16.28.59,IndiBiz
wineediar_,@Indibiz_ID,mention,767,twitter,neutral,@Indibiz_ID Bismillah wish me luck 🙆🏻‍♀️  jawabannya: ✅ Puzzle A  ikutan yuk guys!  @miszbek @put_anand  @Pututadhikoma19   #IndibizID,24/12/2025 16.28.41,IndiBiz
wineediar_,@miszbek,mention,767,twitter,neutral,@Indibiz_ID Bismillah wish me luck 🙆🏻‍♀️  jawabannya: ✅ Puzzle A  ikutan yuk guys!  @miszbek @put_anand  @Pututadhikoma19   #IndibizID,24/12/2025 16.28.41,IndiBiz
wineediar_,@put_anand,mention,767,twitter,neutral,@Indibiz_ID Bismillah wish me luck 🙆🏻‍♀️  jawabannya: ✅ Puzzle A  ikutan yuk guys!  @miszbek @put_anand  @Pututadhikoma19   #IndibizID,24/12/2025 16.28.41,IndiBiz
wineediar_,@Pututadhikoma19,mention,767,twitter,neutral,@Indibiz_ID Bismillah wish me luck 🙆🏻‍♀️  jawabannya: ✅ Puzzle A  ikutan yuk guys!  @miszbek @put_anand  @Pututadhikoma19   #IndibizID,24/12/2025 16.28.41,IndiBiz
antonmuls,@Indibiz_ID,mention,838,twitter,positive,@Indibiz_ID Puzzle A   #IndibizID Ayo ikutan! @AlamandaIL @ShindiAgung @wijanarko1947,24/12/2025 15.30.59,IndiBiz
antonmuls,@AlamandaIL,mention,838,twitter,positive,@Indibiz_ID Puzzle A   #IndibizID Ayo ikutan! @AlamandaIL @ShindiAgung @wijanarko1947,24/12/2025 15.30.59,IndiBiz
antonmuls,@ShindiAgung,mention,838,twitter,positive,@Indibiz_ID Puzzle A   #IndibizID Ayo ikutan! @AlamandaIL @ShindiAgung @wijanarko1947,24/12/2025 15.30.59,IndiBiz
antonmuls,@wijanarko1947,mention,838,twitter,positive,@Indibiz_ID Puzzle A   #IndibizID Ayo ikutan! @AlamandaIL @ShindiAgung @wijanarko1947,24/12/2025 15.30.59,IndiBiz
RikaRifanti84,@Indibiz_ID,mention,88,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID   @yulydasing  @fene_sya  @SartikaZara,24/12/2025 15.18.07,IndiBiz
RikaRifanti84,@yulydasing,mention,88,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID   @yulydasing  @fene_sya  @SartikaZara,24/12/2025 15.18.07,IndiBiz
RikaRifanti84,@fene_sya,mention,88,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID   @yulydasing  @fene_sya  @SartikaZara,24/12/2025 15.18.07,IndiBiz
RikaRifanti84,@SartikaZara,mention,88,twitter,neutral,@Indibiz_ID Puzzle A  #IndibizID   @yulydasing  @fene_sya  @SartikaZara,24/12/2025 15.18.07,IndiBiz
GoenRoos,@Indibiz_ID,mention,843,twitter,positive,@Indibiz_ID Makasih ya Min 🙏,24/12/2025 13.48.51,IndiBiz
fjar_05,@Indibiz_ID,mention,395,twitter,neutral,@Indibiz_ID Puzzle A   #IndibizID   Ayo ikutan juga @Hendra_G_Athar @AaEnjey @SaptoAdi_07,24/12/2025 12.58.10,IndiBiz
fjar_05,@Hendra_G_Athar,mention,395,twitter,neutral,@Indibiz_ID Puzzle A   #IndibizID   Ayo ikutan juga @Hendra_G_Athar @AaEnjey @SaptoAdi_07,24/12/2025 12.58.10,IndiBiz
fjar_05,@AaEnjey,mention,395,twitter,neutral,@Indibiz_ID Puzzle A   #IndibizID   Ayo ikutan juga @Hendra_G_Athar @AaEnjey @SaptoAdi_07,24/12/2025 12.58.10,IndiBiz
fjar_05,@SaptoAdi_07,mention,395,twitter,neutral,@Indibiz_ID Puzzle A   #IndibizID   Ayo ikutan juga @Hendra_G_Athar @AaEnjey @SaptoAdi_07,24/12/2025 12.58.10,IndiBiz
kireifeline,@Indibiz_ID,mention,576,twitter,neutral,@Indibiz_ID Puzzle A 🧩  #IndibizID   Ikutan yuk  @Dfmwtii  @ElmaElmachan24  @forabisheka,24/12/2025 12.55.07,IndiBiz
kireifeline,@Dfmwtii,mention,576,twitter,neutral,@Indibiz_ID Puzzle A 🧩  #IndibizID   Ikutan yuk  @Dfmwtii  @ElmaElmachan24  @forabisheka,24/12/2025 12.55.07,IndiBiz
kireifeline,@ElmaElmachan24,mention,576,twitter,neutral,@Indibiz_ID Puzzle A 🧩  #IndibizID   Ikutan yuk  @Dfmwtii  @ElmaElmachan24  @forabisheka,24/12/2025 12.55.07,IndiBiz
