source,target,relationship,followers,platform,sentiment,content,time,layanan
naomi_diandra86,@indibiz_borneo,mention,38,twitter,neutral,@indibiz_borneo Jawabannya : D - A - B - C  #Indibiz #IndibizBorneo #IndibizKalbar #CiptakanPeluangWujudkanHarapan⁠ #EkosistemSolusiDuniaUsahalndonesia⁠  📌 Join Yuk @sapibiru88 @ameliawy26 @Hamiah_rahman31   📌 Follow Sosmed  @indibiz_borneo   🥰 semoga beruntung,31/12/2025 16.33.24,IndiBiz
naomi_diandra86,@sapibiru88,mention,38,twitter,neutral,@indibiz_borneo Jawabannya : D - A - B - C  #Indibiz #IndibizBorneo #IndibizKalbar #CiptakanPeluangWujudkanHarapan⁠ #EkosistemSolusiDuniaUsahalndonesia⁠  📌 Join Yuk @sapibiru88 @ameliawy26 @Hamiah_rahman31   📌 Follow Sosmed  @indibiz_borneo   🥰 semoga beruntung,31/12/2025 16.33.24,IndiBiz
naomi_diandra86,@ameliawy26,mention,38,twitter,neutral,@indibiz_borneo Jawabannya : D - A - B - C  #Indibiz #IndibizBorneo #IndibizKalbar #CiptakanPeluangWujudkanHarapan⁠ #EkosistemSolusiDuniaUsahalndonesia⁠  📌 Join Yuk @sapibiru88 @ameliawy26 @Hamiah_rahman31   📌 Follow Sosmed  @indibiz_borneo   🥰 semoga beruntung,31/12/2025 16.33.24,IndiBiz
naomi_diandra86,@Hamiah_rahman31,mention,38,twitter,neutral,@indibiz_borneo Jawabannya : D - A - B - C  #Indibiz #IndibizBorneo #IndibizKalbar #CiptakanPeluangWujudkanHarapan⁠ #EkosistemSolusiDuniaUsahalndonesia⁠  📌 Join Yuk @sapibiru88 @ameliawy26 @Hamiah_rahman31   📌 Follow Sosmed  @indibiz_borneo   🥰 semoga beruntung,31/12/2025 16.33.24,IndiBiz
naomi_diandra86,@indibiz_borneo,mention,38,twitter,neutral,@indibiz_borneo Jawabannya : D - A - B - C  #Indibiz #IndibizBorneo #IndibizKalbar #CiptakanPeluangWujudkanHarapan⁠ #EkosistemSolusiDuniaUsahalndonesia⁠  📌 Join Yuk @sapibiru88 @ameliawy26 @Hamiah_rahman31   📌 Follow Sosmed  @indibiz_borneo   🥰 semoga beruntung,31/12/2025 16.33.24,IndiBiz
Kro2309Kro,@indibiz_borneo,mention,63,twitter,neutral,@indibiz_borneo D - A - B - C   #Indibiz #IndibizBorneo #IndibizKaltim Yuk ikutan  @14mkin  @easyynov  @hokibong,31/12/2025 13.08.23,IndiBiz
Kro2309Kro,@14mkin,mention,63,twitter,neutral,@indibiz_borneo D - A - B - C   #Indibiz #IndibizBorneo #IndibizKaltim Yuk ikutan  @14mkin  @easyynov  @hokibong,31/12/2025 13.08.23,IndiBiz
Kro2309Kro,@easyynov,mention,63,twitter,neutral,@indibiz_borneo D - A - B - C   #Indibiz #IndibizBorneo #IndibizKaltim Yuk ikutan  @14mkin  @easyynov  @hokibong,31/12/2025 13.08.23,IndiBiz
Kro2309Kro,@hokibong,mention,63,twitter,neutral,@indibiz_borneo D - A - B - C   #Indibiz #IndibizBorneo #IndibizKaltim Yuk ikutan  @14mkin  @easyynov  @hokibong,31/12/2025 13.08.23,IndiBiz
FitriYanti925,@indibiz_borneo,mention,383,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @indibiz_borneo @indibiz_kaltim @eta73_ @rini91_mg  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 09.40.30,IndiBiz
FitriYanti925,@indibiz_borneo,mention,383,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @indibiz_borneo @indibiz_kaltim @eta73_ @rini91_mg  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 09.40.30,IndiBiz
FitriYanti925,@indibiz_kaltim,mention,383,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @indibiz_borneo @indibiz_kaltim @eta73_ @rini91_mg  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 09.40.30,IndiBiz
FitriYanti925,@eta73_,mention,383,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @indibiz_borneo @indibiz_kaltim @eta73_ @rini91_mg  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 09.40.30,IndiBiz
FitriYanti925,@rini91_mg,mention,383,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @indibiz_borneo @indibiz_kaltim @eta73_ @rini91_mg  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 09.40.30,IndiBiz
radianttt_armor,@indibiz_borneo,mention,80,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @aldokhan77 @mang_gayu17 @Maulaa313  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 13.25.21,IndiBiz
radianttt_armor,@aldokhan77,mention,80,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @aldokhan77 @mang_gayu17 @Maulaa313  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 13.25.21,IndiBiz
radianttt_armor,@mang_gayu17,mention,80,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @aldokhan77 @mang_gayu17 @Maulaa313  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 13.25.21,IndiBiz
radianttt_armor,@Maulaa313,mention,80,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @aldokhan77 @mang_gayu17 @Maulaa313  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 13.25.21,IndiBiz
vievie_salindri,@indibiz_borneo,mention,838,twitter,neutral,@indibiz_borneo Jawabannya : D - A - B - C  #Indibiz #IndibizBorneo #IndibizKaltimtara  Done follow sosmed @indibiz_borneo  Ikutan  @_banyu_biru21  @idamariana49  @naomi_diandra86   🙏 Wish me luck,31/12/2025 08.35.08,IndiBiz
vievie_salindri,@indibiz_borneo,mention,838,twitter,neutral,@indibiz_borneo Jawabannya : D - A - B - C  #Indibiz #IndibizBorneo #IndibizKaltimtara  Done follow sosmed @indibiz_borneo  Ikutan  @_banyu_biru21  @idamariana49  @naomi_diandra86   🙏 Wish me luck,31/12/2025 08.35.08,IndiBiz
vievie_salindri,@_banyu_biru21,mention,838,twitter,neutral,@indibiz_borneo Jawabannya : D - A - B - C  #Indibiz #IndibizBorneo #IndibizKaltimtara  Done follow sosmed @indibiz_borneo  Ikutan  @_banyu_biru21  @idamariana49  @naomi_diandra86   🙏 Wish me luck,31/12/2025 08.35.08,IndiBiz
vievie_salindri,@idamariana49,mention,838,twitter,neutral,@indibiz_borneo Jawabannya : D - A - B - C  #Indibiz #IndibizBorneo #IndibizKaltimtara  Done follow sosmed @indibiz_borneo  Ikutan  @_banyu_biru21  @idamariana49  @naomi_diandra86   🙏 Wish me luck,31/12/2025 08.35.08,IndiBiz
vievie_salindri,@naomi_diandra86,mention,838,twitter,neutral,@indibiz_borneo Jawabannya : D - A - B - C  #Indibiz #IndibizBorneo #IndibizKaltimtara  Done follow sosmed @indibiz_borneo  Ikutan  @_banyu_biru21  @idamariana49  @naomi_diandra86   🙏 Wish me luck,31/12/2025 08.35.08,IndiBiz
fitriafebrn,@indibiz_borneo,mention,805,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @pupuputns @silviaysd  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 08.14.31,IndiBiz
fitriafebrn,@indibiz_borneo,mention,805,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @pupuputns @silviaysd  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 08.14.31,IndiBiz
fitriafebrn,@indibiz_kaltim,mention,805,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @pupuputns @silviaysd  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 08.14.31,IndiBiz
fitriafebrn,@pupuputns,mention,805,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @pupuputns @silviaysd  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 08.14.31,IndiBiz
fitriafebrn,@silviaysd,mention,805,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @pupuputns @silviaysd  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 08.14.31,IndiBiz
23Desihar,@Indibiz_ID,mention,123,twitter,positive,@Indibiz_ID @Marcodef99 @bianikah @eternaljin_ @kamellope Gercep banget min terimakasih banyak udh masuk hadiahnya 🥳,31/12/2025 07.42.11,IndiBiz
23Desihar,@Marcodef99,mention,123,twitter,positive,@Indibiz_ID @Marcodef99 @bianikah @eternaljin_ @kamellope Gercep banget min terimakasih banyak udh masuk hadiahnya 🥳,31/12/2025 07.42.11,IndiBiz
23Desihar,@bianikah,mention,123,twitter,positive,@Indibiz_ID @Marcodef99 @bianikah @eternaljin_ @kamellope Gercep banget min terimakasih banyak udh masuk hadiahnya 🥳,31/12/2025 07.42.11,IndiBiz
23Desihar,@eternaljin_,mention,123,twitter,positive,@Indibiz_ID @Marcodef99 @bianikah @eternaljin_ @kamellope Gercep banget min terimakasih banyak udh masuk hadiahnya 🥳,31/12/2025 07.42.11,IndiBiz
23Desihar,@kamellope,mention,123,twitter,positive,@Indibiz_ID @Marcodef99 @bianikah @eternaljin_ @kamellope Gercep banget min terimakasih banyak udh masuk hadiahnya 🥳,31/12/2025 07.42.11,IndiBiz
vievie_salindri,@Indibizkti,mention,838,twitter,neutral,@Indibizkti Jawabannya : B. Sobiz  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan   Done follow sosmed @Indibizkti  Ikutan  @ChellzMoet93  @Anisa__Nisha012  @pandawa_lima83   Wish me luck 🙏,31/12/2025 08.38.21,IndiBiz
vievie_salindri,@Indibizkti,mention,838,twitter,neutral,@Indibizkti Jawabannya : B. Sobiz  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan   Done follow sosmed @Indibizkti  Ikutan  @ChellzMoet93  @Anisa__Nisha012  @pandawa_lima83   Wish me luck 🙏,31/12/2025 08.38.21,IndiBiz
vievie_salindri,@ChellzMoet93,mention,838,twitter,neutral,@Indibizkti Jawabannya : B. Sobiz  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan   Done follow sosmed @Indibizkti  Ikutan  @ChellzMoet93  @Anisa__Nisha012  @pandawa_lima83   Wish me luck 🙏,31/12/2025 08.38.21,IndiBiz
vievie_salindri,@Anisa__Nisha012,mention,838,twitter,neutral,@Indibizkti Jawabannya : B. Sobiz  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan   Done follow sosmed @Indibizkti  Ikutan  @ChellzMoet93  @Anisa__Nisha012  @pandawa_lima83   Wish me luck 🙏,31/12/2025 08.38.21,IndiBiz
vievie_salindri,@pandawa_lima83,mention,838,twitter,neutral,@Indibizkti Jawabannya : B. Sobiz  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan   Done follow sosmed @Indibizkti  Ikutan  @ChellzMoet93  @Anisa__Nisha012  @pandawa_lima83   Wish me luck 🙏,31/12/2025 08.38.21,IndiBiz
sanjayaroni283,@indibiz_borneo,mention,342,twitter,neutral,@indibiz_borneo D-A-B-C @indibiz_borneo @indibiz_kaltim #Indibiz #IndibizBorneo #IndibizKaltim @_SekarWangi2025 @akang_aif5 @NaanaWiin,31/12/2025 04.59.27,IndiBiz
sanjayaroni283,@indibiz_borneo,mention,342,twitter,neutral,@indibiz_borneo D-A-B-C @indibiz_borneo @indibiz_kaltim #Indibiz #IndibizBorneo #IndibizKaltim @_SekarWangi2025 @akang_aif5 @NaanaWiin,31/12/2025 04.59.27,IndiBiz
sanjayaroni283,@indibiz_kaltim,mention,342,twitter,neutral,@indibiz_borneo D-A-B-C @indibiz_borneo @indibiz_kaltim #Indibiz #IndibizBorneo #IndibizKaltim @_SekarWangi2025 @akang_aif5 @NaanaWiin,31/12/2025 04.59.27,IndiBiz
sanjayaroni283,@_SekarWangi2025,mention,342,twitter,neutral,@indibiz_borneo D-A-B-C @indibiz_borneo @indibiz_kaltim #Indibiz #IndibizBorneo #IndibizKaltim @_SekarWangi2025 @akang_aif5 @NaanaWiin,31/12/2025 04.59.27,IndiBiz
sanjayaroni283,@akang_aif5,mention,342,twitter,neutral,@indibiz_borneo D-A-B-C @indibiz_borneo @indibiz_kaltim #Indibiz #IndibizBorneo #IndibizKaltim @_SekarWangi2025 @akang_aif5 @NaanaWiin,31/12/2025 04.59.27,IndiBiz
sanjayaroni283,@NaanaWiin,mention,342,twitter,neutral,@indibiz_borneo D-A-B-C @indibiz_borneo @indibiz_kaltim #Indibiz #IndibizBorneo #IndibizKaltim @_SekarWangi2025 @akang_aif5 @NaanaWiin,31/12/2025 04.59.27,IndiBiz
anto9990,@Indibiz_ID,mention,654,twitter,neutral,@Indibiz_ID @Marcodef99 @23Desihar @bianikah @eternaljin_ @kamellope 😩,30/12/2025 03.22.16,IndiBiz
anto9990,@Marcodef99,mention,654,twitter,neutral,@Indibiz_ID @Marcodef99 @23Desihar @bianikah @eternaljin_ @kamellope 😩,30/12/2025 03.22.16,IndiBiz
anto9990,@23Desihar,mention,654,twitter,neutral,@Indibiz_ID @Marcodef99 @23Desihar @bianikah @eternaljin_ @kamellope 😩,30/12/2025 03.22.16,IndiBiz
anto9990,@bianikah,mention,654,twitter,neutral,@Indibiz_ID @Marcodef99 @23Desihar @bianikah @eternaljin_ @kamellope 😩,30/12/2025 03.22.16,IndiBiz
anto9990,@eternaljin_,mention,654,twitter,neutral,@Indibiz_ID @Marcodef99 @23Desihar @bianikah @eternaljin_ @kamellope 😩,30/12/2025 03.22.16,IndiBiz
anto9990,@kamellope,mention,654,twitter,neutral,@Indibiz_ID @Marcodef99 @23Desihar @bianikah @eternaljin_ @kamellope 😩,30/12/2025 03.22.16,IndiBiz
UwoooH,@indibiz_borneo,mention,1538,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @eta73_ @rini91_mg  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 07.25.20,IndiBiz
UwoooH,@eta73_,mention,1538,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @eta73_ @rini91_mg  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 07.25.20,IndiBiz
UwoooH,@rini91_mg,mention,1538,twitter,neutral,@indibiz_borneo Urutan D-A-B-C @eta73_ @rini91_mg  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 07.25.20,IndiBiz
woodymolky48,@indibiz_borneo,mention,195,twitter,positive,@indibiz_borneo Jawabannya: D - A -B - C ✅   Ikutan Yukk 🙏😊 @kalulutmeratus @Aishwabaha2022  Sukses terus min 😊 @indibiz_borneo  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.25.10,IndiBiz
woodymolky48,@kalulutmeratus,mention,195,twitter,positive,@indibiz_borneo Jawabannya: D - A -B - C ✅   Ikutan Yukk 🙏😊 @kalulutmeratus @Aishwabaha2022  Sukses terus min 😊 @indibiz_borneo  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.25.10,IndiBiz
woodymolky48,@Aishwabaha2022,mention,195,twitter,positive,@indibiz_borneo Jawabannya: D - A -B - C ✅   Ikutan Yukk 🙏😊 @kalulutmeratus @Aishwabaha2022  Sukses terus min 😊 @indibiz_borneo  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.25.10,IndiBiz
woodymolky48,@indibiz_borneo,mention,195,twitter,positive,@indibiz_borneo Jawabannya: D - A -B - C ✅   Ikutan Yukk 🙏😊 @kalulutmeratus @Aishwabaha2022  Sukses terus min 😊 @indibiz_borneo  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.25.10,IndiBiz
hanindyafeb,@indibiz_borneo,mention,709,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @annisawulansari  @aulianufa  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.10.09,IndiBiz
hanindyafeb,@indibiz_borneo,mention,709,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @annisawulansari  @aulianufa  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.10.09,IndiBiz
hanindyafeb,@indibiz_kaltim,mention,709,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @annisawulansari  @aulianufa  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.10.09,IndiBiz
hanindyafeb,@annisawulansari,mention,709,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @annisawulansari  @aulianufa  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.10.09,IndiBiz
hanindyafeb,@aulianufa,mention,709,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @annisawulansari  @aulianufa  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.10.09,IndiBiz
Marcodef99,@Indibiz_ID,mention,19,twitter,positive,@Indibiz_ID @23Desihar @bianikah @eternaljin_ @kamellope Hadiah sudah diterima satu hari kerja kmrn Terima kasih @Indibiz_ID sukses 👍☺,31/12/2025 03.56.00,IndiBiz
Marcodef99,@23Desihar,mention,19,twitter,positive,@Indibiz_ID @23Desihar @bianikah @eternaljin_ @kamellope Hadiah sudah diterima satu hari kerja kmrn Terima kasih @Indibiz_ID sukses 👍☺,31/12/2025 03.56.00,IndiBiz
Marcodef99,@bianikah,mention,19,twitter,positive,@Indibiz_ID @23Desihar @bianikah @eternaljin_ @kamellope Hadiah sudah diterima satu hari kerja kmrn Terima kasih @Indibiz_ID sukses 👍☺,31/12/2025 03.56.00,IndiBiz
Marcodef99,@eternaljin_,mention,19,twitter,positive,@Indibiz_ID @23Desihar @bianikah @eternaljin_ @kamellope Hadiah sudah diterima satu hari kerja kmrn Terima kasih @Indibiz_ID sukses 👍☺,31/12/2025 03.56.00,IndiBiz
Marcodef99,@kamellope,mention,19,twitter,positive,@Indibiz_ID @23Desihar @bianikah @eternaljin_ @kamellope Hadiah sudah diterima satu hari kerja kmrn Terima kasih @Indibiz_ID sukses 👍☺,31/12/2025 03.56.00,IndiBiz
Marcodef99,@Indibiz_ID,mention,19,twitter,positive,@Indibiz_ID @23Desihar @bianikah @eternaljin_ @kamellope Hadiah sudah diterima satu hari kerja kmrn Terima kasih @Indibiz_ID sukses 👍☺,31/12/2025 03.56.00,IndiBiz
dwngraini,@indibiz_borneo,mention,553,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @Nabilaa_putry  @alvinzuhendra   #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 02.49.12,IndiBiz
dwngraini,@indibiz_borneo,mention,553,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @Nabilaa_putry  @alvinzuhendra   #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 02.49.12,IndiBiz
dwngraini,@indibiz_kaltim,mention,553,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @Nabilaa_putry  @alvinzuhendra   #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 02.49.12,IndiBiz
dwngraini,@Nabilaa_putry,mention,553,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @Nabilaa_putry  @alvinzuhendra   #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 02.49.12,IndiBiz
dwngraini,@alvinzuhendra,mention,553,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @Nabilaa_putry  @alvinzuhendra   #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 02.49.12,IndiBiz
fikriarya98,@indibiz_borneo,mention,1123,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @alifiyamalia @anitariskamelia  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.07.07,IndiBiz
fikriarya98,@indibiz_borneo,mention,1123,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @alifiyamalia @anitariskamelia  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.07.07,IndiBiz
fikriarya98,@indibiz_kaltim,mention,1123,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @alifiyamalia @anitariskamelia  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.07.07,IndiBiz
fikriarya98,@alifiyamalia,mention,1123,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @alifiyamalia @anitariskamelia  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.07.07,IndiBiz
fikriarya98,@anitariskamelia,mention,1123,twitter,neutral,@indibiz_borneo D - A -B - C  @indibiz_borneo @indibiz_kaltim  @alifiyamalia @anitariskamelia  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 03.07.07,IndiBiz
junitamilass,@indibiz_borneo,mention,57,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  @YenniHerawati9 @FatinnClosed  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 02.18.17,IndiBiz
junitamilass,@indibiz_borneo,mention,57,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  @YenniHerawati9 @FatinnClosed  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 02.18.17,IndiBiz
junitamilass,@indibiz_kaltim,mention,57,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  @YenniHerawati9 @FatinnClosed  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 02.18.17,IndiBiz
junitamilass,@YenniHerawati9,mention,57,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  @YenniHerawati9 @FatinnClosed  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 02.18.17,IndiBiz
junitamilass,@FatinnClosed,mention,57,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  @YenniHerawati9 @FatinnClosed  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 02.18.17,IndiBiz
rizonemohamad,@indibiz_borneo,mention,275,twitter,neutral,@indibiz_borneo Jawaban: Urutan D - A - B - C @indibiz_borneo  @indibiz_kaltim  Ayo sobat ikutan juga: @PGirilaya @sanjayaroni283 @AguscikTGM  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.48.06,IndiBiz
rizonemohamad,@indibiz_borneo,mention,275,twitter,neutral,@indibiz_borneo Jawaban: Urutan D - A - B - C @indibiz_borneo  @indibiz_kaltim  Ayo sobat ikutan juga: @PGirilaya @sanjayaroni283 @AguscikTGM  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.48.06,IndiBiz
rizonemohamad,@indibiz_kaltim,mention,275,twitter,neutral,@indibiz_borneo Jawaban: Urutan D - A - B - C @indibiz_borneo  @indibiz_kaltim  Ayo sobat ikutan juga: @PGirilaya @sanjayaroni283 @AguscikTGM  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.48.06,IndiBiz
rizonemohamad,@PGirilaya,mention,275,twitter,neutral,@indibiz_borneo Jawaban: Urutan D - A - B - C @indibiz_borneo  @indibiz_kaltim  Ayo sobat ikutan juga: @PGirilaya @sanjayaroni283 @AguscikTGM  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.48.06,IndiBiz
rizonemohamad,@sanjayaroni283,mention,275,twitter,neutral,@indibiz_borneo Jawaban: Urutan D - A - B - C @indibiz_borneo  @indibiz_kaltim  Ayo sobat ikutan juga: @PGirilaya @sanjayaroni283 @AguscikTGM  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.48.06,IndiBiz
rizonemohamad,@AguscikTGM,mention,275,twitter,neutral,@indibiz_borneo Jawaban: Urutan D - A - B - C @indibiz_borneo  @indibiz_kaltim  Ayo sobat ikutan juga: @PGirilaya @sanjayaroni283 @AguscikTGM  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.48.06,IndiBiz
darapramesa,@indibiz_borneo,mention,82,twitter,neutral,@indibiz_borneo Jawaban: Urutan D-A-B-C @mahcimut022 @Wawan19101974  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.40.20,IndiBiz
darapramesa,@mahcimut022,mention,82,twitter,neutral,@indibiz_borneo Jawaban: Urutan D-A-B-C @mahcimut022 @Wawan19101974  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.40.20,IndiBiz
darapramesa,@Wawan19101974,mention,82,twitter,neutral,@indibiz_borneo Jawaban: Urutan D-A-B-C @mahcimut022 @Wawan19101974  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.40.20,IndiBiz
thepanduras,@indibiz_borneo,mention,99,twitter,neutral,@indibiz_borneo Jawaban: Urutan D-A-B-C @anita_inu @HusnulC07   #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.27.44,IndiBiz
thepanduras,@anita_inu,mention,99,twitter,neutral,@indibiz_borneo Jawaban: Urutan D-A-B-C @anita_inu @HusnulC07   #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.27.44,IndiBiz
thepanduras,@HusnulC07,mention,99,twitter,neutral,@indibiz_borneo Jawaban: Urutan D-A-B-C @anita_inu @HusnulC07   #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 00.27.44,IndiBiz
syifaputrili,@indibiz_borneo,mention,988,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  @AngraenSety @zatunnisanur  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 01.04.20,IndiBiz
syifaputrili,@indibiz_borneo,mention,988,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  @AngraenSety @zatunnisanur  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 01.04.20,IndiBiz
syifaputrili,@indibiz_kaltim,mention,988,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  @AngraenSety @zatunnisanur  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 01.04.20,IndiBiz
syifaputrili,@AngraenSety,mention,988,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  @AngraenSety @zatunnisanur  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 01.04.20,IndiBiz
syifaputrili,@zatunnisanur,mention,988,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  @AngraenSety @zatunnisanur  #Indibiz #IndibizBorneo #IndibizKaltim,31/12/2025 01.04.20,IndiBiz
hidayatsport,@indibiz_borneo,mention,507,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  Yuk ikutan @Zarazaraana   @Zill0000   #Indibiz #IndibizBorneo #IndibizKaltim,30/12/2025 23.23.26,IndiBiz
hidayatsport,@indibiz_borneo,mention,507,twitter,neutral,@indibiz_borneo Jawaban:  D - A -B - C  @indibiz_borneo @indibiz_kaltim  Yuk ikutan @Zarazaraana   @Zill0000   #Indibiz #IndibizBorneo #IndibizKaltim,30/12/2025 23.23.26,IndiBiz
